0, 1, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0001.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0002.png', 0.18909433919213736
1, 2, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0002.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0003.png', 0.18813621926748889
2, 3, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0003.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0004.png', 0.17751716212253288
3, 4, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0004.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0005.png', 0.14668199474433563
4, 5, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0005.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0006.png', 0.1331853270638506
5, 6, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0006.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0007.png', 0.12749285324042697
6, 7, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0007.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0008.png', 0.18226017059137556
7, 8, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0008.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0009.png', 0.19566466500052115
8, 9, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0009.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0010.png', 0.17209701800074076
9, 10, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0010.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0011.png', 0.3833461844453451
10, 11, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0011.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0012.png', 0.2455419783503292
