0, 1, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0002.png', 0.266970635552598
1, 2, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0002.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0003.png', 0.23343638585020574
2, 3, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0003.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0004.png', 0.22052664246085504
3, 4, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0004.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0005.png', 0.2414964976355542
4, 5, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0005.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0006.png', 0.17644693009758383
5, 6, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0006.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0007.png', 0.1391398822380574
6, 7, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0007.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0008.png', 0.025641385364883158
7, 8, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0008.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0009.png', 0.011622996859110547
8, 9, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0009.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0010.png', 0.011622996859110547
9, 10, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0010.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0011.png', 0.41640533793264145
10, 11, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0011.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/1/mmaps/map0012.png', 0.2512657367160661
