0, 1, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00001.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00002.png', 5.399150759568569
1, 2, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00002.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00003.png', 5.436860699536282
2, 3, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00003.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00004.png', 5.091759703401574
3, 4, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00004.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00005.png', 4.8524795019158775
4, 5, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00005.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00006.png', 5.545199739335306
5, 6, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00006.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00007.png', 5.158439862385441
6, 7, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00007.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00008.png', 4.271485652196537
7, 8, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00008.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00009.png', 4.342944034678506
8, 9, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00009.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00010.png', 4.379988410123712
9, 10, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00010.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00011.png', 5.163590860973207
10, 11, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00011.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00012.png', 5.437856305670676
11, 12, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00012.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00013.png', 4.815656205921063
12, 13, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00013.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00014.png', 4.247341926956356
13, 14, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00014.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00015.png', 4.934898705813893
14, 15, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00015.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00016.png', 5.329842118338103
15, 16, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00016.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00017.png', 5.527086035061443
16, 17, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00017.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00018.png', 5.998239897243727
17, 18, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00018.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00019.png', 5.657793799634921
18, 19, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00019.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00020.png', 4.394120062915791
19, 20, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00020.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00021.png', 4.679574126969604
20, 21, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00021.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00022.png', 4.790587617174819
21, 22, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00022.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00023.png', 5.1839635108017355
22, 23, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00023.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00024.png', 5.894737360921448
23, 24, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00024.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00025.png', 5.608355038121802
24, 25, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00025.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/4/flow_x_00026.png', 5.553796148660659
