0, 1, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0001.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0002.png', 0.19772193787653128
1, 2, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0002.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0003.png', 0.18787459456049077
2, 3, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0003.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0004.png', 0.16023632612128616
3, 4, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0004.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0005.png', 0.1246414153072666
4, 5, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0005.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0006.png', 0.12358572461555384
5, 6, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0006.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0007.png', 0.13352928880361356
6, 7, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0007.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0008.png', 0.15736264238566633
7, 8, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0008.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0009.png', 0.17595561428265227
8, 9, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0009.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0010.png', 0.13553822017162628
9, 10, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0010.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0011.png', 0.34416140291498043
10, 11, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0011.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0012.png', 0.26851409448113595
11, 12, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0012.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0013.png', 0.19251985138415445
12, 13, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0013.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0014.png', 0.20608013164287317
13, 14, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0014.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/mmaps/map0015.png', 0.1865206746328092
