0, 1, './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0001.png', './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0002.png', 5.118039504375466
1, 2, './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0002.png', './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0003.png', 5.100214847958808
2, 3, './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0003.png', './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0004.png', 5.153318809843957
3, 4, './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0004.png', './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0005.png', 4.879828840706477
4, 5, './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0005.png', './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0006.png', 4.548795898393323
5, 6, './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0006.png', './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0007.png', 4.727011796092946
6, 7, './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0007.png', './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0008.png', 4.511584969646532
7, 8, './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0008.png', './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0009.png', 4.232314067283312
8, 9, './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0009.png', './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0010.png', 4.318386223425184
9, 10, './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0010.png', './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0011.png', 4.44872141759354
10, 11, './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0011.png', './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0012.png', 4.449376725657325
11, 12, './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0012.png', './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0013.png', 4.6292984272227855
12, 13, './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0013.png', './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0014.png', 4.614227440297787
13, 14, './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0014.png', './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0015.png', 4.76966185052819
14, 15, './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0015.png', './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0016.png', 4.571639007863053
15, 16, './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0016.png', './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0017.png', 4.718206959984807
16, 17, './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0017.png', './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0018.png', 4.579098001217245
17, 18, './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0018.png', './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0019.png', 4.593268589718824
18, 19, './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0019.png', './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0020.png', 4.463572019331726
19, 20, './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0020.png', './GTEA61/processed_frames2/S2/pour_water,cup/2/rgb/rgb0021.png', 4.636517166768275
