0, 1, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0001.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0002.png', 0.23267594892420934
1, 2, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0002.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0003.png', 0.1323487977268058
2, 3, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0003.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0004.png', 0.14772844769558074
3, 4, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0004.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0005.png', 0.1674796754236165
4, 5, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0005.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0006.png', 0.1500030094962621
5, 6, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0006.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0007.png', 0.15334621353131553
6, 7, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0007.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0008.png', 0.12040158424890943
7, 8, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0008.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0009.png', 0.17515056201906629
8, 9, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0009.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0010.png', 0.22310064397156384
9, 10, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0010.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0011.png', 0.31648304475315026
10, 11, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0011.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0012.png', 0.24761233898848498
11, 12, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0012.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0013.png', 0.17047249899740857
12, 13, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0013.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0014.png', 0.1697487036522736
13, 14, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0014.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0015.png', 0.15132445491232516
14, 15, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0015.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0016.png', 0.15861630777885288
15, 16, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0016.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0017.png', 0.16992975612358924
16, 17, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0017.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0018.png', 0.1826570270156219
17, 18, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0018.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0019.png', 0.24975282628554446
18, 19, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0019.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0020.png', 0.2725229761133767
19, 20, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0020.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/4/mmaps/map0021.png', 0.3125848761886594
