0, 1, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00001.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00002.png', 5.397934674165643
1, 2, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00002.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00003.png', 5.636160945926434
2, 3, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00003.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00004.png', 5.430367449974613
3, 4, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00004.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00005.png', 5.050774496015461
4, 5, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00005.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00006.png', 5.8696480547353955
5, 6, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00006.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00007.png', 4.160256351623201
6, 7, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00007.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00008.png', 5.172675761264131
7, 8, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00008.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00009.png', 4.921847863953664
8, 9, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00009.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00010.png', 3.7292660517542706
9, 10, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00010.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00011.png', 4.17191413881586
10, 11, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00011.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00012.png', 4.721703065127656
11, 12, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00012.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00013.png', 4.368710814744073
12, 13, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00013.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00014.png', 4.84907344560551
13, 14, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00014.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00015.png', 4.298934474843108
14, 15, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00015.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00016.png', 4.961801565875099
15, 16, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00016.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00017.png', 4.08442851871336
16, 17, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00017.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00018.png', 4.423737169288391
17, 18, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00018.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00019.png', 4.240921605845626
18, 19, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00019.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00020.png', 4.675816080448573
19, 20, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00020.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00021.png', 4.727328000585247
20, 21, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00021.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00022.png', 3.9357638021967816
21, 22, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00022.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00023.png', 4.160585055750996
22, 23, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00023.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00024.png', 4.390172153316118
23, 24, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00024.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/1/flow_y_00025.png', 4.224056652615295
