0, 1, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0001.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0002.png', 0.31122160564692697
1, 2, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0002.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0003.png', 0.28519225379514157
2, 3, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0003.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0004.png', 0.1862144401899311
3, 4, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0004.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0005.png', 0.11400526789725386
4, 5, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0005.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0006.png', 0.0807476011626085
5, 6, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0006.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0007.png', 0.06854129718949188
6, 7, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0007.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0008.png', 0.05222541315238822
7, 8, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0008.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0009.png', 0.04440248543083221
8, 9, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0009.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0010.png', 0.05556538985134238
9, 10, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0010.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0011.png', 0.45878932746943435
10, 11, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0011.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0012.png', 0.2356715942273916
11, 12, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0012.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0013.png', 0.26014536394771426
12, 13, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0013.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0014.png', 0.2750192752004023
13, 14, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0014.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0015.png', 0.13387296516778396
14, 15, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0015.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0016.png', 0.08233725696741342
15, 16, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0016.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0017.png', 0.08588417081257922
16, 17, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0017.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0018.png', 0.07319486975870974
17, 18, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0018.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0019.png', 0.06931251885074807
18, 19, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0019.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0020.png', 0.09313482881012455
19, 20, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0020.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0021.png', 0.08994466878416237
20, 21, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0021.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0022.png', 0.0920931899026046
21, 22, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0022.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0023.png', 0.13175728269683598
22, 23, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0023.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0024.png', 0.1625867477508338
23, 24, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0024.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0025.png', 0.20312566552762945
24, 25, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0025.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0026.png', 0.2553575151612698
25, 26, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0026.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0027.png', 0.27913170333330006
26, 27, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0027.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0028.png', 0.3094693424890493
27, 28, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0028.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0029.png', 0.3195630586274479
28, 29, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0029.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0030.png', 0.3113965546305247
29, 30, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0030.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0031.png', 0.2958043166421204
30, 31, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0031.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0032.png', 0.32465085276606975
31, 32, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0032.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0033.png', 0.3451888957976669
32, 33, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0033.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0034.png', 0.35758342654779124
33, 34, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0034.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0035.png', 0.35367522731284257
