0, 1, './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0001.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0002.png', 0.14910406430343626
1, 2, './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0002.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0003.png', 0.10927965527887562
2, 3, './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0003.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0004.png', 0.1195379097470588
3, 4, './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0004.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0005.png', 0.10097970331411908
4, 5, './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0005.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0006.png', 0.04591234649371015
5, 6, './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0006.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0007.png', 0.03953097132926435
6, 7, './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0007.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0008.png', 0.038037363730972995
7, 8, './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0008.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0009.png', 0.0492210752383814
8, 9, './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0009.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0010.png', 0.046304369694441044
9, 10, './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0010.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0011.png', 0.17047249899740857
10, 11, './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0011.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0012.png', 0.11749809774847167
11, 12, './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0012.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0013.png', 0.09329899851795344
12, 13, './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0013.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0014.png', 0.085548107230653
13, 14, './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0014.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0015.png', 0.1047041303901417
14, 15, './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0015.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0016.png', 0.051143503577204256
15, 16, './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0016.png', './GTEA61/processed_frames2/S3/pour_water,cup/1/mmaps/map0017.png', 0.041481276693886945
