0, 1, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0001.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0002.png', 6.218679478755682
1, 2, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0002.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0003.png', 6.142979329311417
2, 3, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0003.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0004.png', 5.998445238605551
3, 4, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0004.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0005.png', 5.961350181506921
4, 5, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0005.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0006.png', 5.761144131700819
5, 6, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0006.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0007.png', 5.631181406081041
6, 7, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0007.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0008.png', 5.66621757685112
7, 8, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0008.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0009.png', 5.276237531917611
8, 9, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0009.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0010.png', 5.242243189673192
9, 10, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0010.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0011.png', 5.191131031903494
10, 11, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0011.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0012.png', 5.075838502779577
11, 12, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0012.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0013.png', 4.897364916669216
12, 13, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0013.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0014.png', 5.22676520318574
13, 14, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0014.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0015.png', 5.165419339891391
14, 15, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0015.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0016.png', 4.830262364925949
15, 16, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0016.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0017.png', 5.116677799384716
16, 17, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0017.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0018.png', 4.732997416513507
17, 18, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0018.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0019.png', 4.035529797255807
18, 19, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0019.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0020.png', 4.7549161021555735
19, 20, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0020.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0021.png', 4.943162482145901
20, 21, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0021.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0022.png', 4.872116405619957
21, 22, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0022.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0023.png', 5.167414549880104
22, 23, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0023.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/4/rgb/rgb0024.png', 5.756398263382548
