0, 1, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00001.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00002.png', 4.7835366454112
1, 2, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00002.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00003.png', 5.233066592168469
2, 3, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00003.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00004.png', 5.250595417943154
3, 4, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00004.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00005.png', 4.376315473131055
4, 5, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00005.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00006.png', 4.368160194656397
5, 6, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00006.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00007.png', 4.293922601538148
6, 7, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00007.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00008.png', 4.844241573874684
7, 8, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00008.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00009.png', 4.234147652855467
8, 9, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00009.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00010.png', 3.8483655447149556
9, 10, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00010.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00011.png', 5.335678147701502
10, 11, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00011.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00012.png', 4.609188068267282
11, 12, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00012.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00013.png', 4.628792553831757
12, 13, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00013.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00014.png', 4.220135544620554
13, 14, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00014.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00015.png', 5.107734788316304
14, 15, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00015.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00016.png', 5.816503892496285
15, 16, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00016.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00017.png', 5.761379486139084
16, 17, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00017.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00018.png', 5.42939189575033
17, 18, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00018.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00019.png', 5.491968436364031
18, 19, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00019.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00020.png', 4.423746869756834
19, 20, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00020.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00021.png', 5.057488808736327
20, 21, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00021.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00022.png', 4.172644302062839
21, 22, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00022.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00023.png', 4.159661690851582
22, 23, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00023.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00024.png', 4.468351392979606
23, 24, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00024.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/1/flow_x_00025.png', 4.498281206364073
