0, 1, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00001.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00002.png', 5.084610189152852
1, 2, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00002.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00003.png', 5.395557390450955
2, 3, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00003.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00004.png', 5.1518496093819985
3, 4, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00004.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00005.png', 4.816325154282623
4, 5, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00005.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00006.png', 4.983426427865252
5, 6, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00006.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00007.png', 5.197925750168502
6, 7, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00007.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00008.png', 3.682287995769855
7, 8, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00008.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00009.png', 4.088157431150735
8, 9, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00009.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00010.png', 4.297568109576504
9, 10, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00010.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00011.png', 4.167177322242651
10, 11, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00011.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00012.png', 4.696395448160272
11, 12, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00012.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00013.png', 4.966255946501328
12, 13, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00013.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00014.png', 3.7095730748656512
13, 14, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00014.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00015.png', 3.8227783815627574
14, 15, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00015.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00016.png', 4.080466391912516
15, 16, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00016.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00017.png', 4.114437436085437
16, 17, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00017.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00018.png', 4.720000677446894
17, 18, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00018.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00019.png', 4.130859281325987
18, 19, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00019.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00020.png', 4.3579292385508355
19, 20, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00020.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00021.png', 4.769471532530511
20, 21, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00021.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00022.png', 4.192431981232754
21, 22, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00022.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00023.png', 4.3927492370357974
22, 23, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00023.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00024.png', 3.972634162008178
23, 24, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00024.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00025.png', 4.403023226987315
24, 25, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00025.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00026.png', 5.12238110989329
25, 26, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00026.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/2/flow_x_00027.png', 5.25354043065091
