0, 1, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0001.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0002.png', 0.24932537650340997
1, 2, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0002.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0003.png', 0.212978907878014
2, 3, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0003.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0004.png', 0.16825237019772987
3, 4, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0004.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0005.png', 0.05842578499856206
4, 5, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0005.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0006.png', 0.020663150758510024
5, 6, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0006.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0007.png', 0.022875979046570613
6, 7, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0007.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0008.png', 0.029719839465298326
7, 8, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0008.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0009.png', 0.03871782248392821
8, 9, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0009.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0010.png', 0.05012033634426259
9, 10, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0010.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0011.png', 0.43151588064834323
10, 11, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0011.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0012.png', 0.26693293892041015
11, 12, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0012.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0013.png', 0.23279608775256605
12, 13, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0013.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0014.png', 0.20325263086583883
13, 14, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0014.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0015.png', 0.06919401217034932
14, 15, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0015.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0016.png', 0.03708028207117289
15, 16, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0016.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0017.png', 0.0341066622139458
16, 17, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0017.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0018.png', 0.05537762897630043
17, 18, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0018.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0019.png', 0.06931251885074807
18, 19, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0019.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0020.png', 0.05891976607235533
19, 20, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0020.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0021.png', 0.06374544012128892
20, 21, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0021.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0022.png', 0.05724849659412823
21, 22, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0022.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0023.png', 0.03459437032449694
22, 23, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0023.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0024.png', 0.049285433497237165
23, 24, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0024.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0025.png', 0.04760572423741124
24, 25, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0025.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0026.png', 0.03050739554050825
25, 26, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0026.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0027.png', 0.03687450625387197
26, 27, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0027.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0028.png', 0.03959856884357323
27, 28, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0028.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0029.png', 0.02964803425267563
28, 29, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0029.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0030.png', 0.04440248543083221
29, 30, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0030.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0031.png', 0.06210660571730793
30, 31, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0031.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0032.png', 0.04831800564859712
31, 32, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0032.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0033.png', 0.014549452909915338
32, 33, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0033.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0034.png', 0.009190671434539072
33, 34, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0034.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0035.png', 0.05424784976985948
34, 35, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0035.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0036.png', 0.19562171673238493
35, 36, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0036.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/2/mmaps/map0037.png', 0.20062232431271465
