0, 1, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00001.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00002.png', 4.916244211741779
1, 2, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00002.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00003.png', 5.296570114148362
2, 3, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00003.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00004.png', 5.5854022873683045
3, 4, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00004.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00005.png', 5.513438624406128
4, 5, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00005.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00006.png', 6.210733527593116
5, 6, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00006.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00007.png', 5.945818964447627
6, 7, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00007.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00008.png', 5.669246876186847
7, 8, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00008.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00009.png', 5.325819186849865
8, 9, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00009.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00010.png', 5.534685369098584
9, 10, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00010.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00011.png', 4.737064876697803
10, 11, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00011.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00012.png', 6.006881769357303
11, 12, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00012.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00013.png', 5.7706966584296255
12, 13, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00013.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00014.png', 5.761753740177942
13, 14, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00014.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00015.png', 5.831337531819028
14, 15, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00015.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00016.png', 6.027180827349177
15, 16, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00016.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00017.png', 5.554930851378524
16, 17, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00017.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00018.png', 5.118148968772683
17, 18, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00018.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00019.png', 4.553447909524659
18, 19, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00019.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00020.png', 5.572534988787137
19, 20, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00020.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00021.png', 5.419157508936626
20, 21, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00021.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00022.png', 4.775485997358392
21, 22, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00022.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00023.png', 4.7178958929799055
22, 23, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00023.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00024.png', 4.558034534421659
23, 24, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00024.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00025.png', 4.912495043555949
24, 25, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00025.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00026.png', 5.586655686070629
25, 26, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00026.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00027.png', 5.693791870595804
26, 27, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00027.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00028.png', 5.38533515705577
27, 28, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00028.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00029.png', 4.943140322017091
28, 29, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00029.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00030.png', 5.0680340866380025
29, 30, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00030.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00031.png', 4.801904921305583
30, 31, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00031.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00032.png', 6.104811746850537
31, 32, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00032.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00033.png', 4.76497898519367
32, 33, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00033.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00034.png', 5.4460063614050345
33, 34, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00034.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00035.png', 5.001481366300119
34, 35, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00035.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00036.png', 5.259757011186991
35, 36, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00036.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00037.png', 5.180348693058061
36, 37, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00037.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00038.png', 4.965026912533671
37, 38, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00038.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00039.png', 4.907478981205319
38, 39, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00039.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00040.png', 4.3891371050011205
39, 40, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00040.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00041.png', 5.030009733947333
40, 41, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00041.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00042.png', 5.912810430642398
41, 42, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00042.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00043.png', 5.189834548849435
42, 43, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00043.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00044.png', 5.475166089271354
43, 44, './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00044.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/3/flow_y_00045.png', 5.441553826986204
