0, 1, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00001.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00002.png', 4.68996635092168
1, 2, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00002.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00003.png', 5.655522272913066
2, 3, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00003.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00004.png', 5.926900839642204
3, 4, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00004.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00005.png', 4.877184194271704
4, 5, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00005.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00006.png', 4.723910084819424
5, 6, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00006.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00007.png', 4.456805515077095
6, 7, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00007.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00008.png', 4.858366438608459
7, 8, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00008.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00009.png', 5.728044254001011
8, 9, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00009.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00010.png', 4.81295658490248
9, 10, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00010.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00011.png', 5.347939035625507
10, 11, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00011.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00012.png', 5.107121851230147
11, 12, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00012.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00013.png', 5.972004149254752
12, 13, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00013.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00014.png', 5.258977994914196
13, 14, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00014.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00015.png', 4.720093827102341
14, 15, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00015.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00016.png', 4.500934081003197
15, 16, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00016.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00017.png', 4.1475858155998235
16, 17, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00017.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00018.png', 4.120212354858103
17, 18, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00018.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00019.png', 4.725287684454409
18, 19, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00019.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00020.png', 4.698137001458119
19, 20, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00020.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00021.png', 5.018050120714553
20, 21, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00021.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00022.png', 5.076593280074963
21, 22, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00022.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00023.png', 4.11655576476868
22, 23, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00023.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00024.png', 4.182359055673715
23, 24, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00024.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00025.png', 4.597932383742091
24, 25, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00025.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00026.png', 4.282075767852016
25, 26, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00026.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00027.png', 3.6886216321517655
26, 27, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00027.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00028.png', 5.850178308038247
27, 28, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00028.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00029.png', 5.622277394294526
28, 29, './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00029.png', './GTEA61/flow_y_processed/S1/stir_spoon,cup/2/flow_y_00030.png', 5.0763535510442095
