0, 1, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0002.png', 6.368722401293264
1, 2, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0002.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0003.png', 6.153721805064194
2, 3, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0003.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0004.png', 5.96837857006387
3, 4, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0004.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0005.png', 5.93389138859979
4, 5, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0005.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0006.png', 5.705943814617225
5, 6, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0006.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0007.png', 5.296408931762557
6, 7, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0007.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0008.png', 5.546509813383233
7, 8, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0008.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0009.png', 5.259384951741471
8, 9, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0009.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0010.png', 5.5342557246383235
9, 10, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0010.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0011.png', 5.89527106842395
10, 11, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0011.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0012.png', 5.334663735714641
11, 12, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0012.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0013.png', 5.160885421729175
12, 13, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0013.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0014.png', 5.090892126588861
13, 14, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0014.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0015.png', 4.912956705109068
14, 15, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0015.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0016.png', 5.210121983067708
15, 16, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0016.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0017.png', 5.542487656576439
16, 17, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0017.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0018.png', 5.894013535180871
17, 18, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0018.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0019.png', 5.818357320183917
