0, 1, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00001.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00002.png', 5.853112701598093
1, 2, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00002.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00003.png', 5.62924884604788
2, 3, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00003.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00004.png', 5.513179158855644
3, 4, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00004.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00005.png', 5.097008980776191
4, 5, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00005.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00006.png', 5.156153671977147
5, 6, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00006.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00007.png', 4.77030202337659
6, 7, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00007.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00008.png', 5.180987641394843
7, 8, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00008.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00009.png', 4.383068397361995
8, 9, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00009.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00010.png', 5.84286009203317
9, 10, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00010.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00011.png', 4.670727486588071
10, 11, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00011.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00012.png', 4.048278064345561
11, 12, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00012.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00013.png', 4.504726351841151
12, 13, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00013.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00014.png', 5.530994247184365
13, 14, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00014.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00015.png', 6.172717733276992
14, 15, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00015.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00016.png', 4.326050929373496
15, 16, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00016.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00017.png', 5.7906399980779115
16, 17, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00017.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00018.png', 4.903413836249834
17, 18, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00018.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00019.png', 4.388099961683899
18, 19, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00019.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00020.png', 4.6921581519074085
19, 20, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00020.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00021.png', 4.204809427828148
20, 21, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00021.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00022.png', 4.521128474108121
21, 22, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00022.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00023.png', 4.4844319184860675
22, 23, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00023.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00024.png', 4.330706680093892
23, 24, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00024.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00025.png', 4.448674501441031
24, 25, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00025.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00026.png', 4.316541149904243
25, 26, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00026.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00027.png', 4.968355533145135
26, 27, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00027.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00028.png', 3.9903211395353795
27, 28, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00028.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00029.png', 4.324672298114446
28, 29, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00029.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00030.png', 4.654198918441432
29, 30, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00030.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00031.png', 5.012373005657532
