0, 1, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00001.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00002.png', 6.103769087993611
1, 2, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00002.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00003.png', 5.345519628507199
2, 3, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00003.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00004.png', 4.945024451889417
3, 4, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00004.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00005.png', 3.8612782404431365
4, 5, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00005.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00006.png', 4.2073603538665205
5, 6, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00006.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00007.png', 4.546737063470651
6, 7, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00007.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00008.png', 4.1815715421758926
7, 8, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00008.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00009.png', 4.223007642574064
8, 9, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00009.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00010.png', 4.901912776784435
9, 10, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00010.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00011.png', 5.183316391316621
10, 11, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00011.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00012.png', 5.2381393954138895
11, 12, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00012.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00013.png', 5.100777065289885
12, 13, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00013.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00014.png', 3.6520296095480522
13, 14, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00014.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00015.png', 4.095098391870818
14, 15, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00015.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00016.png', 4.279314568992021
15, 16, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00016.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00017.png', 4.759035895216107
16, 17, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00017.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00018.png', 4.185755166874326
17, 18, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00018.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00019.png', 4.743123717919347
18, 19, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00019.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00020.png', 4.533857639292881
19, 20, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00020.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00021.png', 4.903420484461728
20, 21, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00021.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/2/flow_x_00022.png', 5.73639651055903
