0, 1, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00001.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00002.png', 5.851359662650832
1, 2, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00002.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00003.png', 5.780318648660924
2, 3, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00003.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00004.png', 5.2711191140303475
3, 4, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00004.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00005.png', 5.235921949782973
4, 5, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00005.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00006.png', 5.706439497658424
5, 6, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00006.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00007.png', 5.34250212067802
6, 7, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00007.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00008.png', 5.765638569148626
7, 8, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00008.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00009.png', 5.584515274455773
8, 9, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00009.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00010.png', 5.3580019594426185
9, 10, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00010.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00011.png', 4.453810414858583
10, 11, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00011.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00012.png', 5.347256381864573
11, 12, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00012.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00013.png', 5.3032632947694385
12, 13, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00013.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00014.png', 5.252602527113469
13, 14, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00014.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00015.png', 5.568572387427459
14, 15, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00015.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00016.png', 5.1407199086278625
15, 16, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00016.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00017.png', 4.823096094596265
16, 17, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00017.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00018.png', 4.368521592664812
17, 18, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00018.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00019.png', 5.16542212817697
18, 19, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00019.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00020.png', 5.354831323431355
19, 20, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00020.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00021.png', 4.617589362086302
20, 21, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00021.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00022.png', 4.739374873614247
21, 22, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00022.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00023.png', 4.409836322689355
22, 23, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00023.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00024.png', 4.644507391467575
23, 24, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00024.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00025.png', 4.076896911688352
24, 25, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00025.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/2/flow_y_00026.png', 4.415922364758703
