0, 1, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00001.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00002.png', 4.963810045205794
1, 2, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00002.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00003.png', 4.1919721533612435
2, 3, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00003.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00004.png', 4.770845589835191
3, 4, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00004.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00005.png', 4.947665073482959
4, 5, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00005.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00006.png', 5.519433760934235
5, 6, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00006.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00007.png', 4.812019944173258
6, 7, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00007.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00008.png', 5.130580571349639
7, 8, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00008.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00009.png', 4.760503338231298
8, 9, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00009.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00010.png', 4.258452987650439
9, 10, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00010.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00011.png', 4.406164340906881
10, 11, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00011.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00012.png', 3.745739819828217
11, 12, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00012.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00013.png', 4.284989536194664
12, 13, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00013.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00014.png', 4.1138496796369735
13, 14, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00014.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00015.png', 4.765418540949412
14, 15, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00015.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00016.png', 3.232821636279553
15, 16, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00016.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00017.png', 2.977258522992632
16, 17, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00017.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00018.png', 3.391269272584276
17, 18, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00018.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00019.png', 3.1608546760983973
18, 19, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00019.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00020.png', 3.9540588878278715
19, 20, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00020.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00021.png', 3.5334097160566738
20, 21, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00021.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00022.png', 3.7349559644059527
21, 22, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00022.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00023.png', 3.0694563541356614
22, 23, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00023.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00024.png', 3.425493153497911
23, 24, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00024.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00025.png', 3.5544810148263335
24, 25, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00025.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00026.png', 3.7057591287517218
25, 26, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00026.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00027.png', 2.9853876505475223
26, 27, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00027.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00028.png', 3.4888175722326387
27, 28, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00028.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00029.png', 3.9491075709848116
28, 29, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00029.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00030.png', 3.664668610845596
29, 30, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00030.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00031.png', 2.6902485147527555
30, 31, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00031.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00032.png', 3.654624447958078
31, 32, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00032.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00033.png', 3.639236531674065
32, 33, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00033.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00034.png', 4.726242019535428
33, 34, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00034.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00035.png', 4.011991700831012
34, 35, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00035.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00036.png', 4.649519670448959
35, 36, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00036.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00037.png', 4.787313327424957
36, 37, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00037.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00038.png', 4.9816429666383275
37, 38, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00038.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00039.png', 4.871374475498298
38, 39, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00039.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00040.png', 4.281684940430881
39, 40, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00040.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00041.png', 4.5322961390497545
40, 41, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00041.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00042.png', 5.388871436480326
41, 42, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00042.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00043.png', 4.045539402907634
42, 43, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00043.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00044.png', 5.299675725768127
43, 44, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00044.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00045.png', 4.5820211824526424
44, 45, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00045.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00046.png', 4.864998578099157
45, 46, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00046.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00047.png', 5.5253279520911756
46, 47, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00047.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00048.png', 4.5813169421032445
47, 48, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00048.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00049.png', 4.211008568951198
48, 49, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00049.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00050.png', 3.978027840971828
49, 50, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00050.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00051.png', 4.935544484994423
50, 51, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00051.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00052.png', 4.323832443010286
51, 52, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00052.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00053.png', 5.615639434918842
52, 53, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00053.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00054.png', 5.6153768617500806
53, 54, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00054.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00055.png', 5.530083079354157
54, 55, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00055.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00056.png', 5.088698492891494
55, 56, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00056.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00057.png', 6.146778889355211
56, 57, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00057.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00058.png', 5.933070179431845
57, 58, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00058.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00059.png', 4.814827379321391
58, 59, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00059.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00060.png', 5.6160296332835395
59, 60, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00060.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00061.png', 5.460438886882427
60, 61, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00061.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00062.png', 4.920617870469972
61, 62, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00062.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00063.png', 5.897714114651065
62, 63, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00063.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00064.png', 4.793252442149613
63, 64, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00064.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00065.png', 4.466587113896837
64, 65, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00065.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00066.png', 4.4774516473095245
65, 66, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00066.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00067.png', 5.119007638215393
66, 67, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00067.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00068.png', 4.188216613968952
67, 68, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00068.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00069.png', 3.50200614025471
68, 69, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00069.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00070.png', 3.3157998012025014
69, 70, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00070.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00071.png', 3.6796979976846784
70, 71, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00071.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00072.png', 4.155658023396999
71, 72, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00072.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00073.png', 4.421241975986726
72, 73, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00073.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00074.png', 4.002884784033229
73, 74, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00074.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00075.png', 3.499142082723757
74, 75, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00075.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00076.png', 3.544479344502151
75, 76, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00076.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00077.png', 4.069728370999445
76, 77, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00077.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00078.png', 3.990191127788787
77, 78, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00078.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00079.png', 4.849120978199139
