0, 1, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00001.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00002.png', 5.900212754267188
1, 2, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00002.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00003.png', 5.696535482806276
2, 3, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00003.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00004.png', 5.4262714194640145
3, 4, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00004.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00005.png', 5.276109089248843
4, 5, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00005.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00006.png', 5.822963595739097
5, 6, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00006.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00007.png', 6.010902532887436
6, 7, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00007.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00008.png', 6.085065906884756
7, 8, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00008.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00009.png', 5.814827010360129
8, 9, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00009.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00010.png', 6.358176762559769
9, 10, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00010.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00011.png', 5.833069245593297
10, 11, './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00011.png', './GTEA61/flow_x_processed/S1/scoop_coffee,spoon/1/flow_x_00012.png', 6.890488643098473
