0, 1, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0001.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0002.png', 0.24157532949787205
1, 2, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0002.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0003.png', 0.18638945441062998
2, 3, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0003.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0004.png', 0.17488191197113795
3, 4, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0004.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0005.png', 0.17295217601132615
4, 5, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0005.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0006.png', 0.18617067699785161
5, 6, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0006.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0007.png', 0.21235546727590887
6, 7, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0007.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0008.png', 0.18089075961189305
7, 8, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0008.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0009.png', 0.18428519588851555
8, 9, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0009.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0010.png', 0.18013816337723565
9, 10, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0010.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0011.png', 0.38998042593244187
10, 11, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0011.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0012.png', 0.3165524291875088
11, 12, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0012.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0013.png', 0.22639217432109998
12, 13, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0013.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0014.png', 0.21892702134094208
13, 14, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0014.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0015.png', 0.21010496854873045
14, 15, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0015.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0016.png', 0.24145707753368056
15, 16, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0016.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0017.png', 0.2635680791433738
16, 17, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0017.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0018.png', 0.22651370043879532
17, 18, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0018.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0019.png', 0.21293736801020635
18, 19, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0019.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0020.png', 0.1933402457431738
19, 20, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0020.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0021.png', 0.2231821575917735
20, 21, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0021.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0022.png', 0.19381460341122309
21, 22, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0022.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0023.png', 0.18839770693217664
22, 23, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0023.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0024.png', 0.19759360090046107
23, 24, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0024.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0025.png', 0.1997283639411157
24, 25, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0025.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0026.png', 0.18044819626373057
25, 26, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0026.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0027.png', 0.10676238558016592
26, 27, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0027.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0028.png', 0.09049692321548641
27, 28, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0028.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0029.png', 0.10844249551925804
28, 29, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0029.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0030.png', 0.11312699930187883
29, 30, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0030.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0031.png', 0.14054302193735496
30, 31, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0031.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0032.png', 0.1316092709114705
31, 32, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0032.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/mmaps/map0033.png', 0.1312143117535868
