0, 1, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00001.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00002.png', 5.440539497148903
1, 2, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00002.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00003.png', 4.793913432896527
2, 3, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00003.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00004.png', 5.2113445419031
3, 4, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00004.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00005.png', 4.575542616297948
4, 5, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00005.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00006.png', 4.774309175382358
5, 6, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00006.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00007.png', 5.2734896441294286
6, 7, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00007.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00008.png', 4.41295621189184
7, 8, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00008.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00009.png', 4.736157109242664
8, 9, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00009.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00010.png', 4.762913373741692
9, 10, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00010.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00011.png', 4.380121748642276
10, 11, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00011.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00012.png', 3.7166694410001067
11, 12, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00012.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00013.png', 3.590094251127114
12, 13, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00013.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00014.png', 3.6139926475778186
13, 14, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00014.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00015.png', 4.337287719178654
14, 15, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00015.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00016.png', 4.231142538483963
15, 16, './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00016.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/2/flow_x_00017.png', 4.284061650191641
