0, 1, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0001.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0002.png', 0.3086616018001874
1, 2, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0002.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0003.png', 0.3077824022510985
2, 3, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0003.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0004.png', 0.3361486119631469
3, 4, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0004.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0005.png', 0.31610128946889815
4, 5, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0005.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0006.png', 0.3414686263206084
5, 6, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0006.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0007.png', 0.2997046267540257
6, 7, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0007.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0008.png', 0.2987051243700274
7, 8, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0008.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0009.png', 0.30425279759077717
8, 9, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0009.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0010.png', 0.27798607895563865
9, 10, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0010.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0011.png', 0.4878139765767817
10, 11, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0011.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0012.png', 0.39465067459789716
11, 12, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0012.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0013.png', 0.38424930735776214
12, 13, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0013.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0014.png', 0.34654523927667547
13, 14, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0014.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0015.png', 0.3671207370157779
14, 15, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0015.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0016.png', 0.3828161665558282
15, 16, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0016.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0017.png', 0.33429767605408334
16, 17, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0017.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0018.png', 0.3557951975011439
17, 18, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0018.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0019.png', 0.38015938283874745
18, 19, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0019.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0020.png', 0.3358461098845365
19, 20, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0020.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0021.png', 0.32622364874947835
20, 21, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0021.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0022.png', 0.3095395300775653
21, 22, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0022.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0023.png', 0.3195285376851813
22, 23, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0023.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0024.png', 0.3192177616185085
23, 24, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0024.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0025.png', 0.288435730427588
24, 25, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0025.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0026.png', 0.255703581228387
25, 26, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0026.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0027.png', 0.22056759582771987
26, 27, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0027.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0028.png', 0.19342652566277416
27, 28, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0028.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0029.png', 0.171691407690717
28, 29, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0029.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0030.png', 0.16879704002016546
29, 30, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0030.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0031.png', 0.19187122882839627
30, 31, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0031.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0032.png', 0.1850314768606417
31, 32, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0032.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0033.png', 0.1864331983345543
32, 33, './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0033.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/mmaps/map0034.png', 0.1987047870489423
