0, 1, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0001.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0002.png', 0.15184252131138493
1, 2, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0002.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0003.png', 0.1362707842002474
2, 3, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0003.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0004.png', 0.11416004381656275
3, 4, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0004.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0005.png', 0.10114013285829776
4, 5, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0005.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0006.png', 0.12968023497771242
5, 6, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0006.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0007.png', 0.1573161439791995
6, 7, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0007.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0008.png', 0.1844608927662944
7, 8, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0008.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0009.png', 0.15903343186242716
8, 9, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0009.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0010.png', 0.2167454952389737
9, 10, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0010.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0011.png', 0.267874621232193
10, 11, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0011.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0012.png', 0.1482507396283546
11, 12, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0012.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0013.png', 0.14801341115284605
12, 13, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0013.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0014.png', 0.1337748009881646
13, 14, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0014.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0015.png', 0.12494252652841731
14, 15, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0015.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0016.png', 0.1719167893550753
15, 16, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0016.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0017.png', 0.2743496724297608
16, 17, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0017.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0018.png', 0.2438958871942098
17, 18, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0018.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0019.png', 0.2670837107608717
18, 19, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0019.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0020.png', 0.24843057286769338
19, 20, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0020.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0021.png', 0.3258137416210221
20, 21, './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0021.png', './GTEA61/processed_frames2/S3/scoop_sugar,spoon/4/mmaps/map0022.png', 0.28552105176603493
