0, 1, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0001.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0002.png', 5.083628778199507
1, 2, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0002.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0003.png', 4.910257741317759
2, 3, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0003.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0004.png', 4.718708901881884
3, 4, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0004.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0005.png', 4.566390478712801
4, 5, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0005.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0006.png', 4.587497920720657
5, 6, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0006.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0007.png', 4.920969576631701
6, 7, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0007.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0008.png', 4.932671721417874
7, 8, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0008.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0009.png', 4.980477309721835
8, 9, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0009.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0010.png', 5.1181673602855815
9, 10, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0010.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0011.png', 5.237764626296816
10, 11, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0011.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0012.png', 5.134218327533016
11, 12, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0012.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0013.png', 5.284576215320578
12, 13, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0013.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0014.png', 5.246602027237007
13, 14, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0014.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0015.png', 5.030899806488982
14, 15, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0015.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0016.png', 4.991926643777751
15, 16, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0016.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0017.png', 4.961157939462261
16, 17, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0017.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0018.png', 4.890884208439659
17, 18, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0018.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0019.png', 4.8571424721973475
18, 19, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0019.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0020.png', 4.922125601751635
19, 20, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0020.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0021.png', 4.749564280653949
20, 21, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0021.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0022.png', 4.956482012175408
21, 22, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0022.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0023.png', 4.91907945107636
22, 23, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0023.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0024.png', 4.625040062693245
23, 24, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0024.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0025.png', 4.912244658757038
24, 25, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0025.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0026.png', 4.8506767103839685
25, 26, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0026.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0027.png', 4.608959745572628
26, 27, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0027.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0028.png', 4.229762325070552
27, 28, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0028.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0029.png', 4.597976253093256
28, 29, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0029.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0030.png', 4.482730882430743
29, 30, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0030.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0031.png', 4.290504967865169
30, 31, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0031.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0032.png', 4.570319986511405
31, 32, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0032.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0033.png', 4.445635259388815
32, 33, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0033.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0034.png', 4.1790606344056025
33, 34, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0034.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0035.png', 4.323173460575452
34, 35, './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0035.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/rgb/rgb0036.png', 4.363079478193808
