0, 1, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0001.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0002.png', 0.19844857339116648
1, 2, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0002.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0003.png', 0.1711500561477813
2, 3, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0003.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0004.png', 0.1612055988216049
3, 4, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0004.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0005.png', 0.1573161439791995
4, 5, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0005.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0006.png', 0.12694415267805967
5, 6, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0006.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0007.png', 0.08922532654269275
6, 7, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0007.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0008.png', 0.041481276693886945
7, 8, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0008.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0009.png', 0.015040519732288163
8, 9, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0009.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0010.png', 0.0201224514558773
9, 10, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0010.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0011.png', 0.3781515744985677
10, 11, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0011.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0012.png', 0.22023988152895324
11, 12, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0012.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0013.png', 0.16014390774704587
12, 13, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0013.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0014.png', 0.17223214480991725
13, 14, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0014.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0015.png', 0.16911447411136543
14, 15, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0015.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0016.png', 0.15080578462982097
15, 16, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0016.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0017.png', 0.12101008513312404
16, 17, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0017.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0018.png', 0.057868843613106666
17, 18, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0018.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0019.png', 0.005131561448432615
18, 19, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0019.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0020.png', 0.016175660503542855
19, 20, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0020.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0021.png', 0.009013185442534974
20, 21, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0021.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0022.png', 0.009013185442534974
21, 22, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0022.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0023.png', 0.023177938696881003
22, 23, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0023.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0024.png', 0.02534531722598733
23, 24, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0024.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0025.png', 0.005324629270716944
24, 25, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0025.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0026.png', 0.010157407096951381
25, 26, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0026.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0027.png', 0.016014380314503432
26, 27, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0027.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0028.png', 0.018010659495706866
27, 28, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0028.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0029.png', 0.02035450727795761
28, 29, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0029.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0030.png', 0.010505212153760499
29, 30, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0030.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0031.png', 0.0028201868068162
30, 31, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0031.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0032.png', 0.001166912202386635
31, 32, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0032.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0033.png', 0.0059926519214588145
32, 33, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0033.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0034.png', -0.0
33, 34, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0034.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0035.png', -0.0
34, 35, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0035.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0036.png', -0.0
35, 36, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0036.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0037.png', -0.0
36, 37, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0037.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0038.png', -0.0
37, 38, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0038.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0039.png', -0.0
38, 39, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0039.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0040.png', -0.0
39, 40, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0040.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0041.png', -0.0
40, 41, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0041.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0042.png', -0.0
41, 42, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0042.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0043.png', -0.0
42, 43, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0043.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0044.png', -0.0
43, 44, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0044.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0045.png', -0.0
44, 45, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0045.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0046.png', -0.0
45, 46, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0046.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0047.png', -0.0
46, 47, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0047.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0048.png', -0.0
47, 48, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0048.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0049.png', -0.0
48, 49, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0049.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0050.png', 0.06033440370737443
49, 50, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0050.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0051.png', 0.0705537398970771
50, 51, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0051.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0052.png', 0.07208277679193623
51, 52, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0052.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0053.png', 0.07679383212187334
52, 53, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0053.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0054.png', 0.06996338494625352
53, 54, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0054.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0055.png', 0.061313727913595795
54, 55, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0055.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0056.png', 0.07869134645577737
55, 56, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0056.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0057.png', 0.0667530609157476
56, 57, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0057.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0058.png', 0.07266863818896668
57, 58, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0058.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0059.png', 0.08040587107738832
58, 59, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0059.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0060.png', 0.08644347948401696
59, 60, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0060.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0061.png', 0.06033440370737443
60, 61, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0061.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0062.png', -0.0
61, 62, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0062.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0063.png', -0.0
62, 63, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0063.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0064.png', -0.0
63, 64, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0064.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0065.png', 0.03611787819935068
64, 65, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0065.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0066.png', 0.04087820373057579
65, 66, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0066.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0067.png', 0.022875979046570613
66, 67, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0067.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0068.png', 0.016175660503542855
67, 68, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0068.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0069.png', 0.01641704712109765
68, 69, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0069.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0070.png', 0.02571529752211575
69, 70, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0070.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0071.png', 0.02667241331348181
70, 71, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0071.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0072.png', 0.037764445562976166
71, 72, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0072.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0073.png', 0.044138728435619244
72, 73, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0073.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0074.png', 0.04288100898344421
73, 74, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0074.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0075.png', 0.01895455514356647
74, 75, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0075.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0076.png', -0.0
75, 76, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0076.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0077.png', 0.009279209349486487
76, 77, './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0077.png', './GTEA61/processed_frames2/S1/scoop_peanut,spoon/2/mmaps/map0078.png', 0.009279209349486487
