0, 1, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00001.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00002.png', 4.709248033158781
1, 2, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00002.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00003.png', 4.8200384980886035
2, 3, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00003.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00004.png', 5.8404786656863275
3, 4, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00004.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00005.png', 4.382003774517117
4, 5, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00005.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00006.png', 4.686431305106502
5, 6, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00006.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00007.png', 4.9861007289258135
6, 7, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00007.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00008.png', 5.07187805394907
7, 8, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00008.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00009.png', 4.566367307880138
8, 9, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00009.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00010.png', 4.757004604819227
9, 10, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00010.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00011.png', 5.003162540979317
10, 11, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00011.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00012.png', 4.438203049525681
11, 12, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00012.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00013.png', 4.670333729374454
12, 13, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00013.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00014.png', 4.2094456665660385
13, 14, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00014.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00015.png', 4.48226187833548
14, 15, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00015.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00016.png', 4.757613197195974
15, 16, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00016.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00017.png', 4.257102066453887
16, 17, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00017.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00018.png', 4.055774336075386
17, 18, './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00018.png', './GTEA61/flow_y_processed/S2/scoop_coffee,spoon/3/flow_y_00019.png', 3.805940811434345
