0, 1, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0001.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0002.png', 0.5740950711218388
1, 2, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0002.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0003.png', 0.5837394541770965
2, 3, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0003.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0004.png', 0.5302584703019302
3, 4, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0004.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0005.png', 0.5454173890343862
4, 5, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0005.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0006.png', 0.5322756749070916
5, 6, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0006.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0007.png', 0.575283784100251
6, 7, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0007.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0008.png', 0.537581545473757
7, 8, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0008.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0009.png', 0.4761392772203898
8, 9, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0009.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0010.png', 0.3834708299216141
9, 10, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0010.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0011.png', 0.7804962971662044
10, 11, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0011.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0012.png', 0.5576877075974973
11, 12, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0012.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0013.png', 0.582545531535164
12, 13, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0013.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0014.png', 0.5956533718908978
13, 14, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0014.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0015.png', 0.5454894654236906
14, 15, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0015.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0016.png', 0.5409557879778725
15, 16, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0016.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0017.png', 0.525285213605957
16, 17, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0017.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0018.png', 0.4807766721543013
17, 18, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0018.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0019.png', 0.5023762935785547
18, 19, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0019.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0020.png', 0.5119731944198249
19, 20, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0020.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0021.png', 0.35131853144284586
20, 21, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0021.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0022.png', 0.2787623905359409
21, 22, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0022.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0023.png', 0.2421662143931858
22, 23, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0023.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0024.png', 0.2838019826350707
23, 24, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0024.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0025.png', 0.273157374139
24, 25, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0025.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0026.png', 0.2449938169839233
25, 26, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0026.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0027.png', 0.2561262664109791
26, 27, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0027.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0028.png', 0.1929949788229972
27, 28, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0028.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0029.png', 0.044138728435619244
28, 29, './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0029.png', './GTEA61/processed_frames2/S1/scoop_coffee,spoon/1/mmaps/map0030.png', 0.038989280464671844
