0, 1, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0001.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0002.png', 0.3917358119530877
1, 2, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0002.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0003.png', 0.4563227400854473
2, 3, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0003.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0004.png', 0.46405035692427243
3, 4, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0004.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0005.png', 0.42995436010421284
4, 5, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0005.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0006.png', 0.36007840209440145
5, 6, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0006.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0007.png', 0.2655742258418874
6, 7, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0007.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0008.png', 0.11047973762080505
7, 8, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0008.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0009.png', 0.0581784148162782
8, 9, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0009.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0010.png', 0.04831800564859712
9, 10, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0010.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0011.png', 0.7516019074728256
10, 11, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0011.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0012.png', 0.387353660501063
11, 12, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0012.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0013.png', 0.3726603059292016
12, 13, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0013.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0014.png', 0.4325547582494262
13, 14, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0014.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0015.png', 0.4082484947945356
14, 15, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0015.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0016.png', 0.41788255049761747
15, 16, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0016.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0017.png', 0.40144065099574483
16, 17, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0017.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0018.png', 0.24671481474359983
17, 18, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0018.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0019.png', 0.17640228566987814
18, 19, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0019.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0020.png', 0.10076568246209151
19, 20, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0020.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0021.png', 0.03892145448901831
20, 21, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0021.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0022.png', 0.060885749102573175
21, 22, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0022.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0023.png', 0.09737728287346614
22, 23, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0023.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0024.png', 0.12873713195830033
23, 24, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0024.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0025.png', 0.12444054776580761
24, 25, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0025.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0026.png', 0.14328756724889546
25, 26, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0026.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0027.png', 0.15282988946973228
26, 27, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0027.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0028.png', 0.15573235662370036
27, 28, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0028.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0029.png', 0.14692004460834163
28, 29, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0029.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0030.png', 0.14663436921937031
29, 30, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0030.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0031.png', 0.14525096331308487
30, 31, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0031.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0032.png', 0.1491514228347456
31, 32, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0032.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0033.png', 0.15554566400178366
32, 33, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0033.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0034.png', 0.15708358056606125
33, 34, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0034.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0035.png', 0.15390879872589908
34, 35, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0035.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0036.png', 0.2446019455792167
35, 36, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0036.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0037.png', 0.23618919166917085
36, 37, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0037.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0038.png', 0.24581585881490944
37, 38, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0038.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0039.png', 0.2287772267373494
38, 39, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0039.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0040.png', 0.24515048906086467
39, 40, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0040.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0041.png', 0.26900262938653074
40, 41, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0041.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0042.png', 0.2248504869197461
41, 42, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0042.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0043.png', 0.24173295987286578
42, 43, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0043.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0044.png', 0.3139451026919312
43, 44, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0044.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0045.png', 0.3484918846014566
44, 45, './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0045.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/mmaps/map0046.png', 0.39108965743688007
