0, 1, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0002.png', 5.3316745406750625
1, 2, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0002.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0003.png', 4.762559210333017
2, 3, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0003.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0004.png', 5.240162453109706
3, 4, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0004.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0005.png', 5.801441027079757
4, 5, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0005.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0006.png', 5.530539519230377
5, 6, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0006.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0007.png', 5.341022624269871
6, 7, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0007.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0008.png', 4.989853927236736
7, 8, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0008.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0009.png', 5.004974997886525
8, 9, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0009.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0010.png', 4.891160929149331
9, 10, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0010.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0011.png', 5.782919309804945
10, 11, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0011.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0012.png', 5.624726934913461
11, 12, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0012.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0013.png', 5.538649281628449
12, 13, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0013.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0014.png', 5.939559918858135
13, 14, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0014.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0015.png', 6.3368472225447485
14, 15, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0015.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0016.png', 5.944078003267263
15, 16, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0016.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0017.png', 5.903659895812357
16, 17, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0017.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0018.png', 6.234910234341868
17, 18, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0018.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0019.png', 6.184058155207867
18, 19, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0019.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0020.png', 6.476807616772036
19, 20, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0020.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0021.png', 6.59378905897865
20, 21, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0021.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0022.png', 6.380505885025297
21, 22, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0022.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0023.png', 6.141104972181935
22, 23, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0023.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0024.png', 5.719471619527534
23, 24, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0024.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0025.png', 5.5459396800716565
24, 25, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0025.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0026.png', 5.177243844983174
25, 26, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0026.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0027.png', 5.1466683840854675
26, 27, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0027.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0028.png', 5.452178590644995
27, 28, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0029.png', 5.106550187495156
28, 29, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0030.png', 5.266583333569483
29, 30, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0031.png', 5.82121689461726
30, 31, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0032.png', 5.655286935235922
31, 32, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0033.png', 5.449547593851044
32, 33, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/1/rgb/rgb0034.png', 5.331205995994094
