0, 1, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00001.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00002.png', 5.680821919300257
1, 2, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00002.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00003.png', 4.988263400062226
2, 3, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00003.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00004.png', 4.794994126160827
3, 4, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00004.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00005.png', 5.433054524551444
4, 5, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00005.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00006.png', 5.39917697216534
5, 6, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00006.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00007.png', 4.3881677343568635
6, 7, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00007.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00008.png', 5.8463671265864585
7, 8, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00008.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00009.png', 5.635858284519883
8, 9, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00009.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00010.png', 5.545886691939739
9, 10, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00010.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00011.png', 5.685214546185138
10, 11, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00011.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00012.png', 4.569168073725377
11, 12, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00012.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00013.png', 4.17703551810243
12, 13, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00013.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00014.png', 4.814513654229081
13, 14, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00014.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00015.png', 5.300666012182948
14, 15, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00015.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00016.png', 4.925827350642292
15, 16, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00016.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00017.png', 5.694606496778854
16, 17, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00017.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00018.png', 5.962117473627277
17, 18, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00018.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00019.png', 4.79059308769874
18, 19, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00019.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00020.png', 5.117132268875329
19, 20, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00020.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00021.png', 5.393924075523835
20, 21, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00021.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00022.png', 4.461700415410331
21, 22, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00022.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00023.png', 4.402610408928479
22, 23, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00023.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00024.png', 5.598701922859729
23, 24, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00024.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00025.png', 5.082754974207254
24, 25, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00025.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00026.png', 5.217911001469921
25, 26, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00026.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00027.png', 5.019477887799297
26, 27, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00027.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00028.png', 6.038177886890186
27, 28, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00028.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00029.png', 5.453190332944884
28, 29, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00029.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00030.png', 5.969594816901078
29, 30, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00030.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00031.png', 5.040209160571807
30, 31, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00031.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00032.png', 4.961250230410377
31, 32, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00032.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00033.png', 6.263596308059983
32, 33, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00033.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00034.png', 5.811362709780823
33, 34, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00034.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00035.png', 5.602663601710541
34, 35, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00035.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00036.png', 5.191887562635551
35, 36, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00036.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00037.png', 3.997960263890715
36, 37, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00037.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00038.png', 5.8049739974933265
37, 38, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00038.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00039.png', 5.695694620210051
38, 39, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00039.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00040.png', 6.29130347816061
39, 40, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00040.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00041.png', 5.8189133676595794
40, 41, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00041.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00042.png', 5.69502178269181
41, 42, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00042.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00043.png', 6.63743579501773
42, 43, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00043.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00044.png', 6.433320286926957
43, 44, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00044.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00045.png', 5.731414487529156
44, 45, './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00045.png', './GTEA61/flow_y_processed/S3/stir_spoon,cup/3/flow_y_00046.png', 6.049477800267935
