0, 1, './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00001.png', './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00002.png', 5.214039834635863
1, 2, './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00002.png', './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00003.png', 4.176540194695413
2, 3, './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00003.png', './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00004.png', 4.122642106304345
3, 4, './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00004.png', './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00005.png', 5.375874061935789
4, 5, './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00005.png', './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00006.png', 4.379709680357167
5, 6, './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00006.png', './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00007.png', 4.340937103708349
6, 7, './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00007.png', './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00008.png', 4.0494897872933
7, 8, './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00008.png', './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00009.png', 3.3564571849282223
8, 9, './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00009.png', './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00010.png', 3.186964642700258
9, 10, './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00010.png', './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00011.png', 3.3469327781810834
10, 11, './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00011.png', './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00012.png', 3.136292822231522
11, 12, './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00012.png', './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00013.png', 4.507748901756177
12, 13, './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00013.png', './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00014.png', 4.518141531200394
13, 14, './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00014.png', './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00015.png', 4.411051735576242
14, 15, './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00015.png', './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00016.png', 4.838645678126877
15, 16, './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00016.png', './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00017.png', 5.332345122105507
16, 17, './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00017.png', './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00018.png', 4.829021016254169
17, 18, './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00018.png', './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00019.png', 4.887047004041806
18, 19, './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00019.png', './GTEA61/flow_y_processed/S4/scoop_sugar,spoon/3/flow_y_00020.png', 5.09282299129003
