0, 1, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00001.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00002.png', 4.610198342875411
1, 2, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00002.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00003.png', 5.182682721818054
2, 3, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00003.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00004.png', 5.236434346987178
3, 4, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00004.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00005.png', 4.948395691412475
4, 5, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00005.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00006.png', 4.585015238032823
5, 6, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00006.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00007.png', 5.198414941101227
6, 7, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00007.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00008.png', 4.661470637723761
7, 8, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00008.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00009.png', 4.990394217250493
8, 9, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00009.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00010.png', 5.036304770902143
9, 10, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00010.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00011.png', 4.611084300398004
10, 11, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00011.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00012.png', 4.7219078666809855
11, 12, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00012.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00013.png', 4.441519143168644
12, 13, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00013.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00014.png', 5.211889766746703
13, 14, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00014.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00015.png', 5.70039430946814
14, 15, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00015.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00016.png', 4.396303110815528
15, 16, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00016.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00017.png', 5.289663664162703
16, 17, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00017.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00018.png', 5.211088615802138
17, 18, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00018.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00019.png', 4.865674604920993
18, 19, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00019.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00020.png', 5.011303962667361
19, 20, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00020.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00021.png', 4.743090637137157
20, 21, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00021.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00022.png', 5.499327119692393
21, 22, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00022.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00023.png', 5.410155235041375
22, 23, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00023.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00024.png', 4.300351701318692
23, 24, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00024.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00025.png', 4.324207919753914
24, 25, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00025.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00026.png', 4.691741188763073
25, 26, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00026.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00027.png', 5.0096016065408
26, 27, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00027.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00028.png', 4.308106766828429
27, 28, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00028.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00029.png', 4.122426127349104
28, 29, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00029.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00030.png', 5.0594292147609385
29, 30, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00030.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00031.png', 4.718449093070911
30, 31, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00031.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00032.png', 4.5483548113006815
31, 32, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00032.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00033.png', 5.198646980159259
32, 33, './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00033.png', './GTEA61/flow_x_processed/S3/scoop_coffee,spoon/1/flow_x_00034.png', 5.533637340570793
