0, 1, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0001.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0002.png', 0.362015679605042
1, 2, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0002.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0003.png', 0.36667289685034243
2, 3, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0003.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0004.png', 0.30932894298299496
3, 4, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0004.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0005.png', 0.2678369832391401
4, 5, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0005.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0006.png', 0.18428519588851555
5, 6, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0006.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0007.png', 0.14112228308871386
6, 7, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0007.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0008.png', 0.18970309791274578
7, 8, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0008.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0009.png', 0.23046873725258835
8, 9, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0009.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0010.png', 0.2414176546505643
9, 10, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0010.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0011.png', 0.5741865972835363
10, 11, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0011.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0012.png', 0.4234647563536896
11, 12, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0012.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0013.png', 0.41234004114401046
12, 13, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0013.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0014.png', 0.3780258740620078
13, 14, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0014.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0015.png', 0.3137011828646947
14, 15, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0015.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0016.png', 0.2810116085902236
15, 16, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0016.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0017.png', 0.18459262445229957
16, 17, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0017.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0018.png', 0.26534746366586315
17, 18, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0018.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0019.png', 0.32214660387357724
18, 19, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0019.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0020.png', 0.34891999067497415
19, 20, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0020.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0021.png', 0.37909353024485976
20, 21, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0021.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/mmaps/map0022.png', 0.39864822337039124
