0, 1, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0001.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0002.png', 0.2607553348244275
1, 2, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0002.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0003.png', 0.21554804743688413
2, 3, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0003.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0004.png', 0.2051112288309737
3, 4, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0004.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0005.png', 0.15056982508499392
4, 5, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0005.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0006.png', 0.09526274862816016
5, 6, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0006.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0007.png', 0.08950218630860111
6, 7, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0007.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0008.png', 0.07441894717402629
7, 8, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0008.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0009.png', 0.05544023279429881
8, 9, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0009.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0010.png', 0.05668879680312228
9, 10, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0010.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0011.png', 0.35115454145356106
10, 11, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0011.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0012.png', 0.253932590443205
11, 12, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0012.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0013.png', 0.203506468267493
12, 13, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0013.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0014.png', 0.22562187756404337
13, 14, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0014.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0015.png', 0.1955787648389087
14, 15, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0015.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0016.png', 0.16396378733650327
15, 16, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0016.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0017.png', 0.14131519585322402
16, 17, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0017.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0018.png', 0.10215448244530975
17, 18, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0018.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0019.png', 0.06711166868599078
18, 19, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0019.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0020.png', 0.07667843528392293
19, 20, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0020.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0021.png', 0.0867785890537166
20, 21, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0021.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0022.png', 0.0543736552274803
21, 22, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0022.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0023.png', 0.04617377922168481
22, 23, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0023.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0024.png', 0.02578916800966122
23, 24, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0024.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0025.png', 0.04427065099047211
24, 25, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0025.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0026.png', 0.04792978913550217
25, 26, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0026.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0027.png', 0.059227993783730594
26, 27, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0027.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0028.png', 0.053238897307577714
27, 28, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0028.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0029.png', 0.05418492108877962
28, 29, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0029.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0030.png', 0.1662498373185151
29, 30, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0030.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0031.png', 0.21501038537776518
30, 31, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0031.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0032.png', 0.2654986483135758
31, 32, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0032.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0033.png', 0.24192993535833182
32, 33, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0033.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/3/mmaps/map0034.png', 0.25727745885782777
