0, 1, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0001.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0002.png', 0.18013816337723565
1, 2, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0002.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0003.png', 0.09225787808120207
2, 3, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0003.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0004.png', 0.06639396672083082
3, 4, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0004.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0005.png', 0.04571605052389551
4, 5, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0005.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0006.png', 0.04682589881945119
5, 6, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0006.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0007.png', 0.038241775507649116
6, 7, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0007.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0008.png', 0.03022149603654664
7, 8, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0008.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0009.png', 0.011281033314529098
8, 9, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0009.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0010.png', 0.018405020865844803
9, 10, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0010.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0011.png', 0.31289904417399134
10, 11, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0011.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0012.png', 0.26546085585120377
11, 12, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0012.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0013.png', 0.11933441263047913
12, 13, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0013.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0014.png', 0.07342843541840098
13, 14, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0014.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0015.png', 0.04999210053812894
14, 15, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0015.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0016.png', 0.057868843613106666
15, 16, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0016.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0017.png', 0.06699218661676237
16, 17, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0017.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0018.png', 0.05953583176039361
17, 18, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0018.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0019.png', 0.02407934781648338
18, 19, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0019.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0020.png', 0.022117711539826848
19, 20, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0020.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0021.png', 0.032775411843183416
20, 21, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0021.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0022.png', 0.035565479653086936
21, 22, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0022.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0023.png', 0.022269756024955394
22, 23, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0023.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0024.png', 0.03680585973776702
23, 24, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0024.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0025.png', 0.04087820373057579
24, 25, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0025.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0026.png', 0.06253250635632654
25, 26, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0026.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0027.png', 0.0852677786564968
26, 27, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0027.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0028.png', 0.12814035612755034
27, 28, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0028.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0029.png', 0.2168692158378902
28, 29, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0029.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0030.png', 0.2697534216868238
29, 30, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0030.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0031.png', 0.3025867446683814
30, 31, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0031.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/4/mmaps/map0032.png', 0.2905761988752264
