0, 1, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00001.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00002.png', 6.263422397396448
1, 2, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00002.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00003.png', 5.893490062676933
2, 3, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00003.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00004.png', 6.226974799437302
3, 4, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00004.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00005.png', 6.336015521074568
4, 5, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00005.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00006.png', 6.710727396431811
5, 6, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00006.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00007.png', 6.566361343347835
6, 7, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00007.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00008.png', 5.210745203021822
7, 8, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00008.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00009.png', 5.147717480993148
8, 9, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00009.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00010.png', 5.967963757470326
9, 10, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00010.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00011.png', 5.828872482942418
10, 11, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00011.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00012.png', 5.388079329794607
11, 12, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00012.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00013.png', 6.368706511684565
12, 13, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00013.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00014.png', 5.9807767237338085
13, 14, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00014.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00015.png', 5.045673773655123
14, 15, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00015.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00016.png', 5.23741699993321
15, 16, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00016.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00017.png', 5.784801451465682
16, 17, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00017.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00018.png', 5.176345595315966
17, 18, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00018.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00019.png', 4.423569691650101
18, 19, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00019.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00020.png', 5.225036961837247
19, 20, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00020.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00021.png', 4.298820574793877
20, 21, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00021.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00022.png', 4.992238360666542
21, 22, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00022.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00023.png', 4.448697902054199
22, 23, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00023.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00024.png', 4.863089553524382
23, 24, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00024.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00025.png', 5.162538906955877
24, 25, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00025.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00026.png', 4.941557275237955
