0, 1, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00001.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00002.png', 5.706252797677188
1, 2, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00002.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00003.png', 6.274391756749529
2, 3, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00003.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00004.png', 5.347524563047658
3, 4, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00004.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00005.png', 4.3301759660651165
4, 5, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00005.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00006.png', 4.375429919684019
5, 6, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00006.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00007.png', 4.4713683160160524
6, 7, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00007.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00008.png', 4.298201831212102
7, 8, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00008.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00009.png', 4.718497203717728
8, 9, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00009.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00010.png', 4.5125353394396885
9, 10, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00010.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00011.png', 3.854041538518453
10, 11, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00011.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00012.png', 4.498484329880693
11, 12, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00012.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00013.png', 3.681624353293888
12, 13, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00013.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00014.png', 4.142519906634894
13, 14, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00014.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00015.png', 4.294014550666317
14, 15, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00015.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00016.png', 4.164166802224568
15, 16, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00016.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00017.png', 3.35532225513858
16, 17, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00017.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00018.png', 3.599521589246176
17, 18, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00018.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00019.png', 3.562885350083714
18, 19, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00019.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00020.png', 4.124476014964517
19, 20, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00020.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00021.png', 3.649744483463584
20, 21, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00021.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00022.png', 3.2925256154946396
