0, 1, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00001.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00002.png', 5.2330445778320405
1, 2, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00002.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00003.png', 5.270757309781616
2, 3, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00003.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00004.png', 5.272452606730772
3, 4, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00004.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00005.png', 5.095564334245078
4, 5, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00005.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00006.png', 5.066607227223789
5, 6, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00006.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00007.png', 5.363578868969974
6, 7, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00007.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00008.png', 5.257023778178972
7, 8, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00008.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00009.png', 5.130473806226274
8, 9, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00009.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00010.png', 4.723459484141482
9, 10, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00010.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00011.png', 5.4947243358486295
10, 11, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00011.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00012.png', 4.508994825969167
11, 12, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00012.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00013.png', 5.5264008013420565
12, 13, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00013.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00014.png', 4.896760252102825
13, 14, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00014.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00015.png', 5.0717553297554945
14, 15, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00015.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00016.png', 5.415293289369607
15, 16, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00016.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00017.png', 5.622374929694662
16, 17, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00017.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00018.png', 5.4557952938763
17, 18, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00018.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00019.png', 4.670179900339828
18, 19, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00019.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00020.png', 4.528411570663515
19, 20, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00020.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00021.png', 5.175098922395626
20, 21, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00021.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00022.png', 4.835195078124475
21, 22, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00022.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00023.png', 4.651220842709895
22, 23, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00023.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00024.png', 4.194623974650728
23, 24, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00024.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00025.png', 3.843015891394966
24, 25, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00025.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00026.png', 4.390251497076675
25, 26, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00026.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00027.png', 4.493242285714425
