0, 1, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00001.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00002.png', 5.417200476169601
1, 2, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00002.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00003.png', 4.698524374133048
2, 3, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00003.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00004.png', 4.834149831694572
3, 4, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00004.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00005.png', 4.857311336645273
4, 5, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00005.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00006.png', 4.986507723550744
5, 6, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00006.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00007.png', 4.893984278258466
6, 7, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00007.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00008.png', 4.47383459259515
7, 8, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00008.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00009.png', 4.78322387012209
8, 9, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00009.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00010.png', 4.6884293069614476
9, 10, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00010.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00011.png', 4.452501178411271
10, 11, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00011.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00012.png', 4.8281087474867
11, 12, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00012.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00013.png', 4.489526514349309
12, 13, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00013.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00014.png', 4.465207949213364
13, 14, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00014.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00015.png', 5.318635688051824
14, 15, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00015.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00016.png', 4.545465483906021
15, 16, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00016.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00017.png', 4.877475617669101
16, 17, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00017.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00018.png', 4.513324738729223
17, 18, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00018.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00019.png', 4.501888215191214
18, 19, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00019.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00020.png', 4.668592813000652
19, 20, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00020.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00021.png', 4.119249019342029
20, 21, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00021.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00022.png', 4.53715947015945
21, 22, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00022.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00023.png', 3.612969881209828
22, 23, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00023.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00024.png', 3.7428930570319743
23, 24, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00024.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00025.png', 4.469448167173495
24, 25, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00025.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00026.png', 3.7716589961330595
25, 26, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00026.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00027.png', 4.73062798487302
26, 27, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00027.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00028.png', 4.57389870752577
27, 28, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00028.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00029.png', 3.9163153185101764
28, 29, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00029.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00030.png', 4.578295743222409
29, 30, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00030.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00031.png', 5.07355756426447
30, 31, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00031.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00032.png', 4.6280702952654975
31, 32, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00032.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00033.png', 4.139348057888102
32, 33, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00033.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00034.png', 4.630971222364861
33, 34, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00034.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00035.png', 4.559441681548693
34, 35, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00035.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00036.png', 3.6040750035433207
35, 36, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00036.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00037.png', 4.01467821454043
36, 37, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00037.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00038.png', 4.00360483999409
37, 38, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00038.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00039.png', 3.5082806435600027
38, 39, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00039.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00040.png', 4.324454679333244
39, 40, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00040.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00041.png', 4.0363224798505595
40, 41, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00041.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00042.png', 3.6756665866587657
41, 42, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00042.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00043.png', 4.525411230586433
42, 43, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00043.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00044.png', 4.312334871861788
43, 44, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00044.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00045.png', 4.711989539560357
44, 45, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00045.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/3/flow_x_00046.png', 5.126249628347738
