0, 1, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00001.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00002.png', 5.956877596161421
1, 2, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00002.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00003.png', 5.534751539582995
2, 3, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00003.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00004.png', 5.51734012472916
3, 4, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00004.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00005.png', 4.932358416272363
4, 5, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00005.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00006.png', 5.732064329233135
5, 6, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00006.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00007.png', 5.515521311950261
6, 7, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00007.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00008.png', 5.0719785172351255
7, 8, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00008.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00009.png', 5.94196277362637
8, 9, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00009.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00010.png', 4.91275243574234
9, 10, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00010.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00011.png', 5.264172971992509
10, 11, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00011.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00012.png', 5.146487867665589
11, 12, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00012.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00013.png', 5.690647943587076
12, 13, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00013.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00014.png', 4.74750049354577
13, 14, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00014.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00015.png', 5.637630577572555
14, 15, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00015.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00016.png', 5.190485782342248
15, 16, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00016.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00017.png', 5.2136241064508075
16, 17, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00017.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00018.png', 5.440866721282993
17, 18, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00018.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00019.png', 4.582839123031351
18, 19, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00019.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00020.png', 5.345137450891943
19, 20, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00020.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00021.png', 5.921858198258602
20, 21, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00021.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00022.png', 4.528659865459498
21, 22, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00022.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00023.png', 5.418742423488276
22, 23, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00023.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/4/flow_y_00024.png', 5.234220054595385
