0, 1, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0001.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0002.png', 5.283090969405821
1, 2, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0002.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0003.png', 5.139353388285485
2, 3, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0003.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0004.png', 4.931106359648321
3, 4, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0004.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0005.png', 5.125971909042735
4, 5, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0005.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0006.png', 5.4509549134689586
5, 6, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0006.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0007.png', 5.461387053663051
6, 7, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0007.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0008.png', 5.307715234305132
7, 8, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0008.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0009.png', 4.745895201124027
8, 9, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0009.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0010.png', 4.540524510160405
9, 10, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0010.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0011.png', 4.428855341535812
10, 11, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0011.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0012.png', 4.4237627609490255
11, 12, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0012.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0013.png', 4.702926470764682
12, 13, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0013.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0014.png', 4.9988585057037085
13, 14, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0014.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0015.png', 4.605551912885834
14, 15, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0015.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0016.png', 4.156454321889473
15, 16, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0016.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/rgb/rgb0017.png', 4.0309472082122415
