0, 1, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0001.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0002.png', 0.15282988946973228
1, 2, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0002.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0003.png', 0.14510760123750455
2, 3, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0003.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0004.png', 0.14919877628518732
3, 4, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0004.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0005.png', 0.10343159950457888
4, 5, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0005.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0006.png', 0.0960233335254913
5, 6, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0006.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0007.png', 0.09661973681181467
6, 7, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0007.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0008.png', 0.10459825964781941
7, 8, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0008.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0009.png', 0.11688403864340559
8, 9, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0009.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0010.png', 0.12141522622652154
9, 10, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0010.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0011.png', 0.3354089014420073
10, 11, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0011.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0012.png', 0.17707151964902923
11, 12, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0012.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0013.png', 0.18018246583661182
12, 13, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0013.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0014.png', 0.18957271187960842
13, 14, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0014.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0015.png', 0.1724572711739429
14, 15, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0015.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0016.png', 0.149435467394127
15, 16, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0016.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0017.png', 0.16524535452684702
16, 17, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0017.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0018.png', 0.16208080591095783
17, 18, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0018.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0019.png', 0.15847718173321762
18, 19, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0019.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0020.png', 0.10802319526362833
19, 20, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0020.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0021.png', 0.11734467520617478
20, 21, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0021.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0022.png', 0.12933303057598958
21, 22, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0022.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0023.png', 0.1250929967808002
22, 23, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0023.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0024.png', 0.10760341172621286
23, 24, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0024.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0025.png', 0.11836633665179357
24, 25, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0025.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0026.png', 0.12423957860817698
25, 26, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0026.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0027.png', 0.13670970862722764
26, 27, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0027.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0028.png', 0.18804902627051162
27, 28, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0028.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0029.png', 0.18226017059137556
28, 29, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0029.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0030.png', 0.17684854451984847
29, 30, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0030.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0031.png', 0.18529460166937928
30, 31, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0031.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0032.png', 0.18691412762976545
31, 32, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0032.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0033.png', 0.1799165907713024
32, 33, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0033.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0034.png', 0.2011324627882628
33, 34, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0034.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0035.png', 0.21135643059051462
34, 35, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0035.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0036.png', 0.19964314375532016
35, 36, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0036.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0037.png', 0.2280910772519061
36, 37, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0037.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0038.png', 0.24534626777471702
37, 38, './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0038.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/2/mmaps/map0039.png', 0.2522334336360144
