0, 1, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00001.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00002.png', 5.565253497561297
1, 2, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00002.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00003.png', 5.282783341542882
2, 3, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00003.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00004.png', 5.64802300633876
3, 4, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00004.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00005.png', 4.421952626511047
4, 5, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00005.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00006.png', 5.097648283290777
5, 6, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00006.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00007.png', 5.567378983265445
6, 7, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00007.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00008.png', 4.592894036081442
7, 8, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00008.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00009.png', 5.224608906677197
8, 9, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00009.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00010.png', 5.687356260220518
9, 10, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00010.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00011.png', 4.650802806946224
10, 11, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00011.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00012.png', 5.200038467459759
11, 12, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00012.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00013.png', 5.53629801367861
12, 13, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00013.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00014.png', 5.005179420052546
13, 14, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00014.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00015.png', 5.134160593931278
14, 15, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00015.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00016.png', 5.281663816994143
15, 16, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00016.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00017.png', 5.559306407226958
16, 17, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00017.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00018.png', 5.6043499289742975
17, 18, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00018.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00019.png', 6.020737930641337
18, 19, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00019.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00020.png', 5.0080081336692075
19, 20, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00020.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00021.png', 5.475502271389095
20, 21, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00021.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00022.png', 5.592578001043726
21, 22, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00022.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00023.png', 4.679437162496774
22, 23, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00023.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00024.png', 4.907987934592787
23, 24, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00024.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00025.png', 4.5016055667989825
24, 25, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00025.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00026.png', 4.359290711724169
25, 26, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00026.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00027.png', 4.113572105205794
26, 27, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00027.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00028.png', 5.58423050511691
27, 28, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00028.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00029.png', 4.818856593697904
28, 29, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00029.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00030.png', 4.63299860655947
29, 30, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00030.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00031.png', 4.7163127832081555
30, 31, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00031.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00032.png', 5.377496742862747
31, 32, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00032.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00033.png', 4.956517965444208
32, 33, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00033.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00034.png', 5.401034663594195
33, 34, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00034.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00035.png', 5.008597317483951
34, 35, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00035.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00036.png', 5.821611767910635
35, 36, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00036.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00037.png', 5.815879999419696
36, 37, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00037.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00038.png', 6.026409466467776
37, 38, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00038.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00039.png', 4.954339706179234
38, 39, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00039.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00040.png', 5.563013735009066
39, 40, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00040.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00041.png', 5.590493891004086
40, 41, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00041.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00042.png', 5.821888747045804
41, 42, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00042.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00043.png', 5.257236358702526
42, 43, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00043.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00044.png', 5.2356785214835595
43, 44, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00044.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00045.png', 5.566754204111559
44, 45, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00045.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00046.png', 5.507634381937759
45, 46, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00046.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00047.png', 5.831842563026874
46, 47, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00047.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00048.png', 5.309369102227346
47, 48, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00048.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00049.png', 5.633729226016984
48, 49, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00049.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00050.png', 6.221713806879657
49, 50, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00050.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00051.png', 5.703491638734217
50, 51, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00051.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00052.png', 5.484376171327989
51, 52, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00052.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00053.png', 5.154129940294546
52, 53, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00053.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00054.png', 5.618915047377614
53, 54, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00054.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00055.png', 5.306645309350451
54, 55, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00055.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00056.png', 5.8254349603220925
55, 56, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00056.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00057.png', 5.533522784477301
56, 57, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00057.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00058.png', 5.926289110800182
57, 58, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00058.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00059.png', 5.375910649630988
58, 59, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00059.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00060.png', 5.660212362748487
59, 60, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00060.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00061.png', 5.4953807313428955
60, 61, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00061.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00062.png', 5.347102912445932
61, 62, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00062.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00063.png', 5.602506111452855
62, 63, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00063.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00064.png', 5.292011777966314
63, 64, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00064.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00065.png', 5.419495305429172
64, 65, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00065.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00066.png', 5.480702461676826
65, 66, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00066.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00067.png', 5.934410458141114
66, 67, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00067.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00068.png', 5.521638791256262
67, 68, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00068.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00069.png', 5.797021346649487
68, 69, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00069.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00070.png', 5.869774398677914
69, 70, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00070.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00071.png', 5.479498024475894
70, 71, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00071.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00072.png', 5.836445311396097
71, 72, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00072.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00073.png', 5.858330516025274
72, 73, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00073.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00074.png', 5.592633651886671
73, 74, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00074.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00075.png', 4.9670853071754335
74, 75, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00075.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00076.png', 5.057599112837655
75, 76, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00076.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00077.png', 6.0716588172672585
76, 77, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00077.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00078.png', 5.9035980119241644
77, 78, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00078.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00079.png', 5.128646890884148
78, 79, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00079.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00080.png', 5.0212374490095515
79, 80, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00080.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00081.png', 4.54098744577515
80, 81, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00081.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00082.png', 5.298316474446526
81, 82, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00082.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00083.png', 5.992451182009043
82, 83, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00083.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00084.png', 5.825399429537328
83, 84, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00084.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00085.png', 4.5291185098323
84, 85, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00085.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00086.png', 4.5745728159073495
85, 86, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00086.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00087.png', 5.940838233457607
86, 87, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00087.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00088.png', 5.445560699516046
87, 88, './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00088.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/1/flow_y_00089.png', 5.330831813863762
