0, 1, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0002.png', 5.5124133368342925
1, 2, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0002.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0003.png', 5.352343787725441
2, 3, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0003.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0004.png', 5.442136643245165
3, 4, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0004.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0005.png', 5.3867636902562355
4, 5, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0005.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0006.png', 5.396768755385476
5, 6, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0006.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0007.png', 5.216108737963511
6, 7, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0007.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0008.png', 5.2784845640018725
7, 8, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0008.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0009.png', 5.366495241197467
8, 9, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0009.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0010.png', 5.086237245333217
9, 10, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0010.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0011.png', 5.060532764217825
10, 11, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0011.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0012.png', 5.561173730705014
11, 12, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0012.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0013.png', 5.1218606418395485
12, 13, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0013.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0014.png', 5.155839993060637
13, 14, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0014.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0015.png', 4.82285941946722
14, 15, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0015.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0016.png', 5.140236466839104
15, 16, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0016.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0017.png', 5.311628943327045
16, 17, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0017.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0018.png', 5.332968582321545
17, 18, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0018.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0019.png', 5.077737227595422
18, 19, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0019.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0020.png', 5.030537542639776
19, 20, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0020.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0021.png', 4.786088399113531
20, 21, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0021.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0022.png', 5.106862868435984
21, 22, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0022.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0023.png', 4.9766317811698935
22, 23, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0023.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0024.png', 4.936178165993713
23, 24, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0024.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0025.png', 4.6885942104751965
24, 25, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0025.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0026.png', 4.727058402396917
25, 26, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0026.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0027.png', 4.7824216221575595
26, 27, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0027.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0028.png', 4.3890407289299995
27, 28, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0029.png', 4.791339887899065
28, 29, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0030.png', 4.708457777010705
29, 30, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0031.png', 4.517775137196239
30, 31, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0032.png', 4.718386791521572
31, 32, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0033.png', 5.139685179124811
32, 33, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/1/rgb/rgb0034.png', 5.627349556316134
