0, 1, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0001.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0002.png', 0.48224379771106995
1, 2, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0002.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0003.png', 0.47141300010899856
2, 3, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0003.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0004.png', 0.3948955248554095
3, 4, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0004.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0005.png', 0.38778705565387245
4, 5, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0005.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0006.png', 0.3834708299216141
5, 6, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0006.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0007.png', 0.31634425224544693
6, 7, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0007.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0008.png', 0.3160318537818331
7, 8, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0008.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0009.png', 0.3367196020968033
8, 9, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0009.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0010.png', 0.30760640937925443
9, 10, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0010.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0011.png', 0.7868920743665127
10, 11, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0011.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0012.png', 0.5515367228347897
11, 12, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0012.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0013.png', 0.5639381952812845
12, 13, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0013.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0014.png', 0.4371228402920622
13, 14, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0014.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0015.png', 0.4150432540990318
14, 15, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0015.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0016.png', 0.38633090891141886
15, 16, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0016.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0017.png', 0.4052752982093485
16, 17, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0017.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0018.png', 0.40198555830223964
17, 18, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0018.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0019.png', 0.4047030853730418
18, 19, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0019.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0020.png', 0.36204791693257016
19, 20, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0020.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0021.png', 0.3748751921016359
20, 21, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0021.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0022.png', 0.35318498127353415
21, 22, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0022.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0023.png', 0.30883728900892504
22, 23, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0023.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0024.png', 0.32512995565178426
23, 24, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0024.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0025.png', 0.35475241764884347
24, 25, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0025.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0026.png', 0.32266200973322623
25, 26, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0026.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0027.png', 0.32087341537540576
26, 27, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0027.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0028.png', 0.2631128891008755
27, 28, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0028.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0029.png', 0.25103324383089404
28, 29, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0029.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0030.png', 0.268213253519548
29, 30, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0030.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0031.png', 0.2868344259358178
30, 31, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0031.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0032.png', 0.24651951155770205
31, 32, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0032.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0033.png', 0.2874172173318966
32, 33, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0033.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0034.png', 0.2757623825480386
33, 34, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0034.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0035.png', 0.25857935228367307
34, 35, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0035.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0036.png', 0.23952207419367047
35, 36, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0036.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/mmaps/map0037.png', 0.21917342739223405
