0, 1, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0001.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0002.png', 0.3109765925330503
1, 2, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0002.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0003.png', 0.28625106257155725
2, 3, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0003.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0004.png', 0.3265650296158699
3, 4, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0004.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0005.png', 0.24098381920966855
4, 5, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0005.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0006.png', 0.2330362867823851
5, 6, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0006.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0007.png', 0.14295146049787977
6, 7, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0007.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0008.png', 0.0672310970542696
7, 8, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0008.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0009.png', 0.05916637949768925
8, 9, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0009.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0010.png', 0.04181548247050261
9, 10, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0010.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0011.png', 0.4591764513921157
10, 11, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0011.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0012.png', 0.304854283675674
11, 12, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0012.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0013.png', 0.3088724203518485
12, 13, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0013.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0014.png', 0.2967728097430712
13, 14, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0014.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0015.png', 0.2725229761133767
