0, 1, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00001.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00002.png', 4.567993190352454
1, 2, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00002.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00003.png', 5.611162770510631
2, 3, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00003.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00004.png', 4.946550652071869
3, 4, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00004.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00005.png', 5.157540538821475
4, 5, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00005.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00006.png', 4.951665226395789
5, 6, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00006.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00007.png', 4.040423249164956
6, 7, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00007.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00008.png', 4.71130885093852
7, 8, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00008.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00009.png', 5.041953565635337
8, 9, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00009.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00010.png', 4.487347751995509
9, 10, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00010.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00011.png', 4.511634733329355
10, 11, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00011.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00012.png', 4.719420820810589
11, 12, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00012.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00013.png', 4.531533218428277
12, 13, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00013.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00014.png', 5.444382609222359
13, 14, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00014.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00015.png', 4.557276157207899
14, 15, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00015.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00016.png', 4.556047432292285
15, 16, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00016.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00017.png', 4.161279633428747
16, 17, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00017.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00018.png', 4.939785192061124
17, 18, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00018.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00019.png', 4.8025365403266695
18, 19, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00019.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00020.png', 5.236356279118958
19, 20, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00020.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00021.png', 5.0963215604632035
20, 21, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00021.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00022.png', 4.942498074009692
21, 22, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00022.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00023.png', 5.228475835968025
22, 23, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00023.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00024.png', 4.850513857829022
23, 24, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00024.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00025.png', 4.64706131181649
24, 25, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00025.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00026.png', 4.941096620311768
25, 26, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00026.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00027.png', 5.224924947849545
26, 27, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00027.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00028.png', 4.991380874241162
27, 28, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00028.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00029.png', 4.831634795140004
28, 29, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00029.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00030.png', 4.679910332801296
29, 30, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00030.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00031.png', 4.183200926172955
30, 31, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00031.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00032.png', 4.307812306067005
31, 32, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00032.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00033.png', 5.428081489631392
32, 33, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00033.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00034.png', 4.60540566011074
33, 34, './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00034.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/4/flow_y_00035.png', 4.551698959761676
