0, 1, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0001.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0002.png', 0.29422267345633846
1, 2, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0002.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0003.png', 0.29079344389894557
2, 3, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0003.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0004.png', 0.26326465898161067
3, 4, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0004.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0005.png', 0.22301911805777008
4, 5, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0005.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0006.png', 0.2500246718615397
5, 6, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0006.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0007.png', 0.2295430815325051
6, 7, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0007.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0008.png', 0.17038208496641366
7, 8, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0008.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0009.png', 0.1696128688632493
8, 9, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0009.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0010.png', 0.1738955752094475
9, 10, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0010.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0011.png', 0.48654518157231796
10, 11, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0011.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0012.png', 0.3705330228844874
11, 12, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0012.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0013.png', 0.3010584468233526
12, 13, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0013.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0014.png', 0.27367930346627495
13, 14, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0014.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0015.png', 0.28310562194854877
14, 15, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0015.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0016.png', 0.26651811424983785
15, 16, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0016.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0017.png', 0.2757623825480386
16, 17, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0017.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0018.png', 0.24483710121901872
17, 18, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0018.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0019.png', 0.21756975837472617
18, 19, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0019.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0020.png', 0.19454682919212923
19, 20, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0020.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0021.png', 0.20485817479364854
20, 21, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0021.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0022.png', 0.19925947787368004
21, 22, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0022.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0023.png', 0.1641928974343963
22, 23, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0023.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0024.png', 0.095969062874824
23, 24, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0024.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0025.png', 0.06621423623014686
24, 25, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0025.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0026.png', 0.04067674541450932
25, 26, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0026.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0027.png', 0.053175688375302906
26, 27, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0027.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0028.png', 0.053491556281702754
27, 28, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0028.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0029.png', 0.05285937732929412
28, 29, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0029.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0030.png', 0.2168692158378902
29, 30, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0030.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0031.png', 0.297489206334854
30, 31, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0031.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/2/mmaps/map0032.png', 0.28424136797224575
