0, 1, './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00001.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00002.png', 5.559614849239562
1, 2, './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00002.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00003.png', 5.976279619321746
2, 3, './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00003.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00004.png', 5.101121749810924
3, 4, './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00004.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00005.png', 4.740702393944043
4, 5, './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00005.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00006.png', 4.531527205884539
5, 6, './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00006.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00007.png', 4.371323914767426
6, 7, './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00007.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00008.png', 4.504994667561846
7, 8, './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00008.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00009.png', 3.9367747261365693
8, 9, './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00009.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00010.png', 4.848931201210125
9, 10, './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00010.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00011.png', 5.175217646127068
10, 11, './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00011.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/2/flow_x_00012.png', 4.398975989399688
