0, 1, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0002.png', 0.3797834051039861
1, 2, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0002.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0003.png', 0.13308699973831362
2, 3, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0003.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0004.png', 0.02392957055015394
3, 4, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0004.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0005.png', 0.012554960477583078
4, 5, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0005.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0006.png', 0.005324629270716944
5, 6, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0006.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0007.png', 0.04597773623663942
6, 7, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0007.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0008.png', 0.07348679667661828
7, 8, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0008.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0009.png', 0.11390204860658157
8, 9, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0009.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0010.png', 0.09384564524395675
9, 10, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0010.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0011.png', 0.5892263589124725
10, 11, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0011.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0012.png', 0.5400837037605809
11, 12, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0012.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0013.png', 0.1597277945737951
12, 13, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0013.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0014.png', 0.030293022442390648
13, 14, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0014.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0015.png', 0.004937438773796977
14, 15, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0015.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0016.png', 0.02143103036196716
15, 16, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0016.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0017.png', 0.08442527932052224
16, 17, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0017.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0018.png', 0.14967203177984467
17, 18, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0018.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0019.png', 0.21302044448737872
18, 19, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0019.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0020.png', 0.21235546727590887
19, 20, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0020.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0021.png', 0.28708946746297315
20, 21, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0021.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0022.png', 0.24936424891654652
21, 22, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0022.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0023.png', 0.1899637682868517
22, 23, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0023.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0024.png', 0.20172698722128893
23, 24, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0024.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0025.png', 0.27975900440529633
24, 25, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0025.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0026.png', 0.3150241481725038
25, 26, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0026.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0027.png', 0.2927811832841638
26, 27, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0027.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0028.png', 0.2934302834815878
27, 28, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0028.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0029.png', 0.30198299640732035
28, 29, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0029.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0030.png', 0.3392658526349516
29, 30, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0030.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0031.png', 0.339700350729178
30, 31, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0031.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0032.png', 0.3109065706589833
31, 32, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0032.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0033.png', 0.27905785929236665
32, 33, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0033.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0034.png', 0.27442411053068655
33, 34, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0034.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0035.png', 0.29288941556555836
34, 35, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0035.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0036.png', 0.32266200973322623
35, 36, './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0036.png', './GTEA61/processed_frames2/S2/pour_mustard,cheese,bread/1/mmaps/map0037.png', 0.32786055366085454
