0, 1, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0001.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0002.png', 6.0903574410297745
1, 2, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0002.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0003.png', 5.663032363404656
2, 3, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0003.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0004.png', 5.3635372275075595
3, 4, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0004.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0005.png', 5.325554776711949
4, 5, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0005.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0006.png', 5.274825388269761
5, 6, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0006.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0007.png', 6.057639542276585
6, 7, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0007.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0008.png', 5.737875989844944
7, 8, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0008.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0009.png', 5.056264393528483
8, 9, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0009.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0010.png', 5.284614947900418
9, 10, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0010.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0011.png', 4.918706687204914
10, 11, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0011.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0012.png', 4.874900124329946
11, 12, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0012.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0013.png', 5.150238685072765
12, 13, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0013.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0014.png', 5.340649199067571
13, 14, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0014.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0015.png', 5.43326089667462
14, 15, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0015.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0016.png', 5.155758048483776
15, 16, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0016.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0017.png', 5.040278306692083
16, 17, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0017.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0018.png', 4.895804054963564
17, 18, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0018.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0019.png', 5.022901574477727
18, 19, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0019.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0020.png', 4.902478336504372
19, 20, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0020.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0021.png', 4.7584359219817625
20, 21, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0021.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0022.png', 5.123976802179785
21, 22, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0022.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0023.png', 5.2934928449994985
22, 23, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0023.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0024.png', 5.279239918500949
23, 24, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0024.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0025.png', 5.107889686834971
24, 25, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0025.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0026.png', 4.921253414357233
25, 26, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0026.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0027.png', 4.809002447825077
26, 27, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0027.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0028.png', 5.0365657373922
27, 28, './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0028.png', './GTEA61/processed_frames2/S3/scoop_coffee,spoon/3/rgb/rgb0029.png', 5.195176732901813
