0, 1, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00001.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00002.png', 5.598212013992415
1, 2, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00002.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00003.png', 5.303040463143452
2, 3, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00003.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00004.png', 5.810150212704136
3, 4, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00004.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00005.png', 4.941048805542214
4, 5, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00005.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00006.png', 4.225966729948935
5, 6, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00006.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00007.png', 5.413734285951736
6, 7, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00007.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00008.png', 5.531080750807321
7, 8, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00008.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00009.png', 5.845555423396186
8, 9, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00009.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00010.png', 6.719244704949152
9, 10, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00010.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00011.png', 6.169808867923667
10, 11, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00011.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00012.png', 5.9469728409838485
11, 12, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00012.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00013.png', 5.90210877458407
12, 13, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00013.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00014.png', 5.163858455982575
13, 14, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00014.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00015.png', 4.829422439988686
14, 15, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00015.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00016.png', 6.582024874074423
15, 16, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00016.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00017.png', 5.3760186601003035
16, 17, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00017.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00018.png', 7.10564430574296
17, 18, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00018.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00019.png', 6.3827956036944276
18, 19, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00019.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00020.png', 4.963428680254105
19, 20, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00020.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00021.png', 5.425048588601794
20, 21, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00021.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00022.png', 4.947922098059286
21, 22, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00022.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00023.png', 4.854829681185988
22, 23, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00023.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00024.png', 5.907361154398365
23, 24, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00024.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00025.png', 5.4074924221154905
24, 25, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00025.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00026.png', 5.864202258658522
25, 26, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00026.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00027.png', 4.968369713270422
26, 27, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00027.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00028.png', 6.086994605742234
27, 28, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00028.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00029.png', 5.118948987955523
28, 29, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00029.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00030.png', 5.950517192152738
29, 30, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00030.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00031.png', 5.7837935577552635
30, 31, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00031.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00032.png', 6.208061441808398
31, 32, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00032.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00033.png', 5.394655552971282
32, 33, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00033.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00034.png', 5.628592215319223
33, 34, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00034.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00035.png', 4.917918019537409
34, 35, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00035.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00036.png', 4.67650688995263
35, 36, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00036.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00037.png', 5.845433867506352
36, 37, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00037.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00038.png', 5.479478851002699
37, 38, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00038.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00039.png', 5.185048355481596
38, 39, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00039.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00040.png', 5.787181277960909
39, 40, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00040.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00041.png', 4.49417309651809
40, 41, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00041.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00042.png', 4.916613924815225
41, 42, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00042.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00043.png', 5.3761177781235
42, 43, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00043.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00044.png', 6.4769454900098555
43, 44, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00044.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00045.png', 6.279978516409291
44, 45, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00045.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00046.png', 6.884701459845008
45, 46, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00046.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00047.png', 5.466417857428144
46, 47, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00047.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00048.png', 5.791607904422613
47, 48, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00048.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00049.png', 4.728729872313633
48, 49, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00049.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00050.png', 4.883003109959633
49, 50, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00050.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00051.png', 5.460682449186438
50, 51, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00051.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00052.png', 5.009820901510706
51, 52, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00052.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00053.png', 4.9144668429635
52, 53, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00053.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00054.png', 4.371074488961594
53, 54, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00054.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00055.png', 4.44033762674375
54, 55, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00055.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00056.png', 6.003272274569526
55, 56, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00056.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00057.png', 5.933623769571816
56, 57, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00057.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00058.png', 4.984649507762422
57, 58, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00058.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00059.png', 5.7102009330291565
58, 59, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00059.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00060.png', 5.778117109987428
59, 60, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00060.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00061.png', 6.188210425751107
60, 61, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00061.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00062.png', 6.344992942102569
61, 62, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00062.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00063.png', 6.0520553787425335
62, 63, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00063.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00064.png', 5.315426751349372
63, 64, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00064.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00065.png', 6.871663241922583
64, 65, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00065.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00066.png', 6.560761993496063
