0, 1, './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00001.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00002.png', 4.782236248227082
1, 2, './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00002.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00003.png', 4.476218942160331
2, 3, './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00003.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00004.png', 5.404503798600588
3, 4, './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00004.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00005.png', 5.742321023505617
4, 5, './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00005.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00006.png', 4.980341161603771
5, 6, './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00006.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00007.png', 4.330355566606895
6, 7, './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00007.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00008.png', 4.378619707078753
7, 8, './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00008.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00009.png', 4.28457087451069
8, 9, './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00009.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00010.png', 4.009811115015087
9, 10, './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00010.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00011.png', 4.485511248989936
10, 11, './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00011.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00012.png', 4.056461515818983
11, 12, './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00012.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00013.png', 4.175967500776756
12, 13, './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00013.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00014.png', 3.9311646547273997
13, 14, './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00014.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00015.png', 4.412927335475969
14, 15, './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00015.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00016.png', 4.399115063537664
15, 16, './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00016.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00017.png', 4.683769707636325
16, 17, './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00017.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00018.png', 4.6097860815784015
17, 18, './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00018.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/2/flow_x_00019.png', 4.094913588675174
