0, 1, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00001.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00002.png', 5.878878544046776
1, 2, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00002.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00003.png', 5.607613554494997
2, 3, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00003.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00004.png', 5.582018027875757
3, 4, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00004.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00005.png', 5.766631341359925
4, 5, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00005.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00006.png', 5.615108658894047
5, 6, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00006.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00007.png', 6.1562089576132255
6, 7, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00007.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00008.png', 5.0949896302645925
7, 8, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00008.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00009.png', 5.141422215265459
8, 9, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00009.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00010.png', 4.664056852177482
9, 10, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00010.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00011.png', 5.195251887890665
10, 11, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00011.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00012.png', 5.493315938040765
11, 12, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00012.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00013.png', 4.749002488638641
12, 13, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00013.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00014.png', 5.066262254944368
13, 14, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00014.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00015.png', 5.34676421718461
14, 15, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00015.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00016.png', 5.329303458395488
15, 16, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00016.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00017.png', 5.897524390017242
16, 17, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00017.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00018.png', 4.985038754141185
17, 18, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00018.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00019.png', 5.8344908937297575
18, 19, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00019.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00020.png', 5.114553800073128
19, 20, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00020.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00021.png', 5.427330924750138
20, 21, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00021.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00022.png', 5.872382559072423
21, 22, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00022.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00023.png', 5.570484286172323
22, 23, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00023.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00024.png', 5.692677016178828
23, 24, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00024.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00025.png', 5.924327705860102
24, 25, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00025.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00026.png', 6.376795371561431
25, 26, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00026.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00027.png', 6.045921584900822
26, 27, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00027.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00028.png', 5.2122440622334185
27, 28, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00028.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00029.png', 5.109945277921703
28, 29, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00029.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00030.png', 4.8748241701870505
29, 30, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00030.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00031.png', 4.918228390005625
30, 31, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00031.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00032.png', 5.360996899530753
31, 32, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00032.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00033.png', 5.004459510279494
32, 33, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00033.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00034.png', 5.806699862373501
33, 34, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00034.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00035.png', 5.592711411765901
34, 35, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00035.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00036.png', 6.223565311886848
35, 36, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00036.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00037.png', 5.612024708741039
36, 37, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00037.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00038.png', 5.479257086887184
37, 38, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00038.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00039.png', 5.445108365518536
38, 39, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00039.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00040.png', 4.6204568023387
39, 40, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00040.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00041.png', 5.087967794967142
40, 41, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00041.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00042.png', 5.5054413650389735
41, 42, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00042.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00043.png', 5.214652224168519
42, 43, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00043.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00044.png', 5.211046339471036
43, 44, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00044.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00045.png', 5.692359076065119
44, 45, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00045.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00046.png', 5.804141746155775
45, 46, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00046.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00047.png', 5.992607192969238
46, 47, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00047.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00048.png', 6.049752612735595
47, 48, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00048.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00049.png', 5.640089077067677
48, 49, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00049.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00050.png', 5.947786746460391
49, 50, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00050.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00051.png', 6.4401055033697645
50, 51, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00051.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00052.png', 6.087667924250808
51, 52, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00052.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00053.png', 4.878448924034302
52, 53, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00053.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00054.png', 5.053536388651373
53, 54, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00054.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00055.png', 4.73759940758647
54, 55, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00055.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00056.png', 5.46412673549097
55, 56, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00056.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00057.png', 4.946080643665957
56, 57, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00057.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00058.png', 5.292284364122746
57, 58, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00058.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00059.png', 5.793680720396359
58, 59, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00059.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00060.png', 5.611255869501716
59, 60, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00060.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00061.png', 4.777595643592086
60, 61, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00061.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00062.png', 5.438185927153629
61, 62, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00062.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00063.png', 5.393945057815766
62, 63, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00063.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00064.png', 5.203442679964264
63, 64, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00064.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00065.png', 5.578151388543854
64, 65, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00065.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00066.png', 5.134895121849294
65, 66, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00066.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00067.png', 4.739294708223172
66, 67, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00067.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00068.png', 5.330302987056315
67, 68, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00068.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00069.png', 4.11694502743612
68, 69, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00069.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00070.png', 5.026203412927523
69, 70, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00070.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00071.png', 5.967342944161877
70, 71, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00071.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00072.png', 4.607171722559909
71, 72, './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00072.png', './GTEA61/flow_y_processed/S1/put_bread,bread/2/flow_y_00073.png', 5.034479074467193
