0, 1, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00001.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00002.png', 5.71868921826063
1, 2, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00002.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00003.png', 4.457932435623129
2, 3, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00003.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00004.png', 4.73023799150472
3, 4, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00004.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00005.png', 3.9830257034539125
4, 5, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00005.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00006.png', 3.707834171011132
5, 6, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00006.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00007.png', 3.947210226636765
6, 7, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00007.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00008.png', 4.245935725380833
7, 8, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00008.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00009.png', 4.3862266485913075
8, 9, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00009.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00010.png', 4.551808559926625
9, 10, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00010.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00011.png', 4.998879067571605
10, 11, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00011.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00012.png', 4.58115712210465
11, 12, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00012.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00013.png', 4.331348340232893
12, 13, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00013.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00014.png', 4.015878498566472
13, 14, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00014.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00015.png', 4.826146226273953
14, 15, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00015.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00016.png', 4.749630309730638
15, 16, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00016.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00017.png', 4.758318962396102
16, 17, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00017.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00018.png', 4.162100781555113
17, 18, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00018.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00019.png', 4.4741261532034
18, 19, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00019.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00020.png', 5.072918553229915
19, 20, './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00020.png', './GTEA61/flow_x_processed/S4/scoop_coffee,spoon/4/flow_x_00021.png', 4.370440338967085
