0, 1, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0001.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0002.png', 0.28522879590088884
1, 2, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0002.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0003.png', 0.2941866784666423
2, 3, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0003.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0004.png', 0.30155645726872554
3, 4, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0004.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0005.png', 0.29223972787709507
4, 5, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0005.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0006.png', 0.25435658868044175
5, 6, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0006.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0007.png', 0.239640736957332
6, 7, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0007.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0008.png', 0.3117812654653611
7, 8, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0008.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0009.png', 0.2938266095425565
8, 9, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0009.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0010.png', 0.2303480882176876
9, 10, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0010.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0011.png', 0.4360054168080314
10, 11, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0011.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0012.png', 0.3098552739416166
11, 12, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0012.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0013.png', 0.2594583723360996
12, 13, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0013.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0014.png', 0.24730031861426727
13, 14, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0014.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0015.png', 0.26572535132527425
14, 15, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0015.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0016.png', 0.2455811122949197
15, 16, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0016.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0017.png', 0.2394429516369961
16, 17, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0017.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0018.png', 0.2485084381235003
17, 18, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0018.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0019.png', 0.2725976469108029
18, 19, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0019.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0020.png', 0.2560878533994482
19, 20, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0020.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0021.png', 0.22748493402444267
