0, 1, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00001.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00002.png', 5.070113274152844
1, 2, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00002.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00003.png', 5.46010749677842
2, 3, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00003.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00004.png', 5.283606656474424
3, 4, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00004.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00005.png', 4.458734109125664
4, 5, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00005.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00006.png', 5.04832036718711
5, 6, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00006.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00007.png', 4.669371050936785
6, 7, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00007.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00008.png', 6.190844113384767
7, 8, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00008.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00009.png', 4.511774527168782
8, 9, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00009.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00010.png', 5.710203049039444
9, 10, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00010.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00011.png', 5.625293271869356
10, 11, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00011.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00012.png', 6.2571033243461915
11, 12, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00012.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00013.png', 6.369834609740054
12, 13, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00013.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00014.png', 6.282354531456584
13, 14, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00014.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00015.png', 6.732821134366742
14, 15, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00015.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00016.png', 5.683599665385698
15, 16, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00016.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00017.png', 7.150368730315788
16, 17, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00017.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00018.png', 6.111164141695062
17, 18, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00018.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00019.png', 6.8864820061960295
18, 19, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00019.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00020.png', 5.414618057850078
19, 20, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00020.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00021.png', 6.917859912910194
20, 21, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00021.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00022.png', 5.005156247545958
21, 22, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00022.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00023.png', 6.67554915464721
22, 23, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00023.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00024.png', 6.48260742682093
23, 24, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00024.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00025.png', 6.76985628435059
24, 25, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00025.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00026.png', 7.020047785649324
25, 26, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00026.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00027.png', 6.301982492686192
26, 27, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00027.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00028.png', 7.086236247941316
27, 28, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00028.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00029.png', 4.63102048830395
28, 29, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00029.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00030.png', 6.696289491390779
29, 30, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00030.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00031.png', 5.82235034130478
30, 31, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00031.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00032.png', 6.648931862150732
31, 32, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00032.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00033.png', 6.037070643436919
32, 33, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00033.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00034.png', 6.752626631278671
33, 34, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00034.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00035.png', 5.906134463762575
34, 35, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00035.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00036.png', 6.154727866450581
35, 36, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00036.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00037.png', 6.364923293964637
36, 37, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00037.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00038.png', 6.1636962293722135
37, 38, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00038.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00039.png', 6.146405466608204
38, 39, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00039.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00040.png', 5.840622045177805
39, 40, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00040.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00041.png', 6.6111309641526494
40, 41, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00041.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00042.png', 5.905307703245685
41, 42, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00042.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00043.png', 6.774893075763362
42, 43, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00043.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00044.png', 5.590688271784056
43, 44, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00044.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00045.png', 7.1811128989983315
44, 45, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00045.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00046.png', 6.385497379914677
45, 46, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00046.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00047.png', 7.175946734682262
46, 47, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00047.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00048.png', 6.670845686735967
47, 48, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00048.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00049.png', 7.269996507948316
48, 49, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00049.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00050.png', 7.089795226579474
49, 50, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00050.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00051.png', 7.272279708713373
50, 51, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00051.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00052.png', 7.293315826022443
51, 52, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00052.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00053.png', 6.616882634882007
52, 53, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00053.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00054.png', 7.562339927094215
53, 54, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00054.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00055.png', 6.253925302423033
54, 55, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00055.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00056.png', 7.675605698227075
55, 56, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00056.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00057.png', 5.075356086326891
56, 57, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00057.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00058.png', 7.4232400573902275
57, 58, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00058.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00059.png', 5.662112475203486
58, 59, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00059.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00060.png', 7.0036679407919875
59, 60, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00060.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00061.png', 6.257201962280355
60, 61, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00061.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00062.png', 6.610553757402761
61, 62, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00062.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00063.png', 6.824017314750405
62, 63, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00063.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00064.png', 5.725407647351905
63, 64, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00064.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00065.png', 6.62720868948158
64, 65, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00065.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00066.png', 6.0136043867565405
65, 66, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00066.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00067.png', 6.602739167742694
66, 67, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00067.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00068.png', 6.076356788009711
67, 68, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00068.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00069.png', 6.329706041756193
68, 69, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00069.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00070.png', 6.035353899318405
69, 70, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00070.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00071.png', 6.0736733559762826
70, 71, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00071.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00072.png', 6.456359025688164
71, 72, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00072.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00073.png', 6.059365286477064
72, 73, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00073.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00074.png', 7.015536899724633
73, 74, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00074.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00075.png', 6.044729947335807
74, 75, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00075.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00076.png', 6.473931599924914
75, 76, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00076.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00077.png', 5.2023350918179165
76, 77, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00077.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00078.png', 6.705314153830085
77, 78, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00078.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00079.png', 6.295631053621958
78, 79, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00079.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00080.png', 6.695091460420684
79, 80, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00080.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00081.png', 6.669263135106244
80, 81, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00081.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00082.png', 6.246813615385409
81, 82, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00082.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00083.png', 6.851853156242658
82, 83, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00083.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00084.png', 6.5275120934755195
83, 84, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00084.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00085.png', 6.788000831705833
84, 85, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00085.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00086.png', 4.54653535947119
85, 86, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00086.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00087.png', 5.825889768773862
86, 87, './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00087.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/3/flow_y_00088.png', 5.808200284211863
