0, 1, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0001.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0002.png', 0.3104161917068894
1, 2, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0002.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0003.png', 0.3525634505292792
2, 3, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0003.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0004.png', 0.3294591539845621
3, 4, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0004.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0005.png', 0.3418682927938194
4, 5, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0005.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0006.png', 0.3417684002676687
5, 6, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0006.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0007.png', 0.2849729538831805
6, 7, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0007.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0008.png', 0.2703158814617451
7, 8, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0008.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0009.png', 0.25558824916700684
8, 9, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0009.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0010.png', 0.24792418694921145
9, 10, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0010.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0011.png', 0.5048987764654773
10, 11, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0011.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0012.png', 0.39986383563135164
11, 12, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0012.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0013.png', 0.44327613957503487
12, 13, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0013.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0014.png', 0.44647150761560783
13, 14, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0014.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0015.png', 0.42369872090072763
14, 15, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0015.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0016.png', 0.4040398767836624
15, 16, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0016.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0017.png', 0.36887702755872853
16, 17, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0017.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0018.png', 0.3955378064564774
17, 18, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0018.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0019.png', 0.37512782692913127
18, 19, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0019.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0020.png', 0.3323735731714743
19, 20, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0020.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0021.png', 0.39068932598741524
20, 21, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0021.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0022.png', 0.378842479530129
21, 22, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0022.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0023.png', 0.3472718179215518
22, 23, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0023.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0024.png', 0.26383344112431295
23, 24, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0024.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0025.png', 0.11846835376193388
24, 25, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0025.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0026.png', 0.024974277406791257
25, 26, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0026.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0027.png', 0.028639009042404122
26, 27, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0027.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0028.png', 0.03235268817879221
27, 28, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0028.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0029.png', 0.04013844854151959
28, 29, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0029.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0030.png', 0.044797463147065036
29, 30, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0030.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0031.png', 0.05222541315238822
