0, 1, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00001.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00002.png', 6.062788572486513
1, 2, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00002.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00003.png', 6.110710870596167
2, 3, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00003.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00004.png', 6.191909759076665
3, 4, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00004.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00005.png', 6.177180222171231
4, 5, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00005.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00006.png', 6.253679882984398
5, 6, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00006.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00007.png', 4.55160071939157
6, 7, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00007.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00008.png', 6.211742352555919
7, 8, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00008.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00009.png', 4.458414079374658
8, 9, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00009.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00010.png', 5.961049955958277
9, 10, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00010.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00011.png', 5.505637014165985
10, 11, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00011.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00012.png', 5.541098867810267
11, 12, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00012.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00013.png', 4.999101414296777
12, 13, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00013.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00014.png', 4.303526777601642
13, 14, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00014.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00015.png', 4.122681895728582
14, 15, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00015.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00016.png', 4.956371112668264
15, 16, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00016.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00017.png', 4.5823878497546024
16, 17, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00017.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00018.png', 3.633585878816331
17, 18, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00018.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00019.png', 4.69063350714104
18, 19, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00019.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00020.png', 4.3130025075678295
19, 20, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00020.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00021.png', 4.413775483458668
20, 21, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00021.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00022.png', 3.8760107323032185
21, 22, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00022.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00023.png', 5.14972796437844
22, 23, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00023.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00024.png', 4.486358436069223
23, 24, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00024.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00025.png', 4.01371585814289
24, 25, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00025.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00026.png', 6.178131118133825
25, 26, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00026.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00027.png', 7.193692472913182
26, 27, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00027.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00028.png', 6.046145118452919
27, 28, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00028.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00029.png', 5.830338560910773
28, 29, './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00029.png', './GTEA61/flow_y_processed/S3/scoop_sugar,spoon/1/flow_y_00030.png', 6.817810748063076
